"gene","all15_adjusted_technique_logFC","all15_adjusted_technique_FDR","fresh11_logFC","fresh11_FDR","fresh_no_prior_treatment_logFC","fresh_no_prior_treatment_FDR"
"PDGFD",-0.102567867013544,0.987060796028084,-0.0345322439954676,0.982567521584643,-0.13853494094921,0.938044537758503
"CASP4",-0.0308318426161379,0.987165551409643,-0.0213629896374836,0.972831694402535,-0.00314712539225374,0.997315950306238
"CASP1",0.0476102126620777,0.969952634197529,0.0186290915270446,0.972626641981822,-0.0028844586742258,0.997113640321465
"CARD16",0.0582451763407277,0.987232790302631,0.00539196092634303,0.993523124732251,0.0486711406938104,0.943978301924551
"AASDHPPT",0.124991469882579,0.937120241257205,0.0403201333649413,0.942235289270853,0.112492803127298,0.79074754214483
"CWF19L2",-0.163421081442196,0.743988537519481,-0.126704691974697,0.655885041836434,-0.170235888726114,0.55987109229781
"CUL5",-0.0126604689150815,0.989020511532505,0.0114885754943661,0.980000233091819,-0.00598651672476312,0.992577129869039
"ACAT1",0.134478356813971,0.86918309088418,0.132574687644366,0.72353976167839,0.196090166068388,0.54316517853099
"ATM",-0.386065934583348,0.61851995442248,-0.28035794528941,0.539909812541728,-0.356078709805088,0.422317278574067
"C11orf65",-0.665818683776355,0.562118039898797,-0.437520464293592,0.577660339563635,-0.531213847232553,0.526483868522985
"DDX10",-0.129601190623979,0.885213448640826,-0.0789823489725894,0.857030683201566,-0.0745392276605078,0.879642667300819
"RDX",0.148959371589543,0.844246272414761,0.122088225802581,0.707016966668684,0.125680901674006,0.750059973571622
"ZC3H12C",0.038707020012992,0.987232790302631,0.025712358476211,0.975544798159894,-0.0797429182997021,0.869793185908311
"FDX1",0.0601091095226378,0.972032683928677,0.023393941660405,0.97308093374412,0.0300372687815266,0.972048915989614
"ARHGAP20",-0.104667371830407,0.975727322813314,-0.00626870586746535,0.996049574432636,0.000246320426050958,0.999773668548514
"LAYN",0.246145331311016,0.957608581799535,0.190679320953802,0.868346873746697,0.0786796638767134,0.951715326242549
"SIK2",0.0124992362141392,0.989701309603352,0.0148735068119656,0.975491710400042,-0.00726675218165709,0.989193131684562
"ALG9",0.0351700324266145,0.986243996198961,0.045315933948989,0.93914373777039,0.0524819524508352,0.937196857773232
"CRYAB",-0.575738869399387,0.871146086444017,-0.410121024965055,0.655885041836434,-0.541292942355438,0.522774339424714
"HSPB2",-0.14228402542785,0.987168661761228,0.0496551171487501,0.974991764701518,-0.0654703893006214,0.9701770823914
"DIXDC1",-0.0596765624486937,0.987165551409643,0.0633271126567763,0.959408531692941,-0.0350289527330024,0.976553737496412
"TIMM8B",0.131621826613052,0.969952634197529,0.130517196774362,0.677211621068967,0.167623804671181,0.627216971922475
"SDHD",0.0229224200830313,0.987676987381042,0.0364858363968898,0.963632023564318,-0.00748198929784723,0.993620127155076
"IL18",0.246451137022987,0.7789891026956,0.177473210446999,0.697102926257961,0.248302336437218,0.49710277555272
"BCO2",-0.0724674628213995,0.937120241257205,-0.054213646196022,0.879318949048446,-0.0943744539032984,0.784381056505216
"PTS",-0.185890889716097,0.831586301123345,-0.0977437054007665,0.811380046436529,-0.17968837309747,0.65642344853735
"LINC02762",-0.157464855606764,0.91971507233412,-0.0714495580986745,0.923054773439819,-0.106135750958185,0.886969042780999
"NCAM1",-0.645900305735572,0.848228309522531,-0.474055195677329,0.763807426580721,-0.581793884396211,0.664372601648794
"TMPRSS5",-1.01746464319799,0.695012064214002,-0.773465961263117,0.602584390525497,-0.938181617863893,0.45494131779146
"ZBTB16",0.355702201528068,0.908504361694798,0.258674276795052,0.861584914243227,0.385572248676766,0.811438752279164
"NNMT",0.566900533278976,0.850765417220173,0.312821978406934,0.806409740187469,0.371298198098158,0.806345549179156
"REXO2",0.180275382055348,0.926058247355641,0.0579448123499963,0.895123255933228,0.107363554075226,0.794594005599009
"CADM1",-0.279524024325811,0.831586301123345,-0.190768909337416,0.744385028749195,-0.309616123226044,0.560203546352872
"SIK3",0.0928525970145245,0.952676354135022,0.0749648551728325,0.894437808342616,-0.0209980858170365,0.973878594622367
"PAFAH1B2",0.053993629015307,0.946978282166981,0.0308715200782721,0.925773221047207,0.0391247041641298,0.900216596874957
"TAGLN",0.306156502551813,0.912259746037492,0.137854963324819,0.875772472130238,0.0566769904574868,0.957562802791205
"PCSK7",0.0877542152878924,0.951797068254338,0.074975388066503,0.891507633403955,0.0909830830106816,0.877069431682963
"BACE1",-0.129217996712447,0.916794742663761,-0.0701043017675788,0.895026721870522,-0.0253246111308769,0.975167068916286
"FXYD6",-0.0747545134701465,0.986243996198961,-0.0986583282331267,0.924986091689717,-0.191285429462803,0.837429769891498
"IL10RA",-0.0431837590512894,0.978731255112132,-0.0204178643694126,0.963749295458791,-0.053138923293712,0.904528833843256
"SMIM35",-0.387969124932791,0.915615419264746,-0.28749275268645,0.781746921621551,-0.468196605973066,0.626483070625434
"JAML",0.498229205793504,0.692271642548685,0.326393544363803,0.636115615987678,0.456906895023201,0.510146919208901
"MPZL2",0.299880739283619,0.903608037062864,0.168411919039444,0.841936426369159,0.212229796708111,0.757345760645417
"CD3D",0.985239092848477,0.808331725671651,0.736155793254925,0.680554703992045,0.784413439279495,0.676558239680475
"CD3G",0.644254029463412,0.840169911726094,0.549873791048178,0.717278133633584,0.592600407965815,0.708162756495889
"UBE4A",0.125042077476066,0.886617324741233,0.0998386533378023,0.802961358307063,0.162813254333186,0.685511798317414
"ATP5MG",0.0843939679434589,0.986243996198961,0.0306568535674778,0.938163005316088,0.0572373831606716,0.870534954213475
"KMT2A",-0.0407318969696831,0.96326928658639,-0.0344676194069455,0.902996013052202,-0.0332397193626009,0.922709833813539
"ARCN1",0.143139914192121,0.87268208247702,0.116319862850718,0.787063637663308,0.160552609927925,0.714931208112861
"PHLDB1",0.49341194744937,0.781913752028351,0.389707353254252,0.565951168967911,0.365443426344713,0.526483868522985
"DDX6",-0.0662256910823705,0.945421051661546,-0.0530309602812074,0.892452868202711,-0.0678264445469379,0.877069431682963
"RPS25",0.0114309523294893,0.994202951143564,-0.0722591868233055,0.862943060912263,-0.0906083410539859,0.803540685620759
"TRAPPC4",0.174759763666108,0.921745497785775,0.12289766782636,0.743182114935525,0.189320956699401,0.607799540806047
"H2AFX",0.134154607449467,0.968190410187967,0.0442204159524515,0.946575958381891,-0.090148622253253,0.840412082235387
"CBL",-0.044691964983261,0.975727322813314,-0.0363769284760695,0.949083560951574,-0.0601420971229752,0.916996650945138
"MCAM",0.151968408281143,0.978731255112132,0.0785487217659306,0.963350368188309,-0.00555500682522146,0.99774736540395
"THY1",0.347004899174792,0.949591008943738,0.356993959824165,0.791199639106284,0.264139554761088,0.856030042664281
"OAF",-0.155109596549018,0.969952634197529,-0.158658867276593,0.820756688134211,-0.297440210684791,0.65642344853735
"ARHGEF12",-0.12318950190765,0.90266423080717,-0.0686255791816089,0.849257415721245,-0.124262592637516,0.723116381892166
"SC5D",-0.228413200746571,0.743988537519481,-0.172390139379853,0.626375901485095,-0.211295526564887,0.562754315836961
"SORL1",-0.11989155542314,0.92417531528931,-0.135548047539626,0.732900498693472,-0.221904209356306,0.565565168186256
"AP001977.1",-0.157197974900852,0.920885507075657,-0.133828764693943,0.866137207719677,-0.22817862262478,0.7626406927759
"MIR100HG",-0.229428088208969,0.90892413263569,-0.146417155508723,0.879318949048446,-0.239361803128441,0.782517609163275
"UBASH3B",0.116438717345542,0.958378175838259,0.102079150584735,0.879318949048446,0.00308995686616796,0.99774736540395
"CRTAM",-0.150951873392052,0.923049362142027,-0.13013913353226,0.807917837312275,-0.13513629242472,0.83780945723087
"JHY",-0.142255772018534,0.916339396900937,-0.0537999868825665,0.933850507025293,-0.0740006594528519,0.916266419523569
"HSPA8",0.158379549548886,0.947261053507097,0.0164477121338931,0.969900650801383,-0.0462216627217873,0.914851075982289
"GRAMD1B",-0.156475873944816,0.915621644383541,-0.126727782127203,0.836729811998121,-0.28775312145308,0.530479427593156
"VWA5A",0.0584859143140154,0.986243996198961,0.0535023924005032,0.956240560346755,0.0348467073360078,0.976949166476538
"TBRG1",-0.0160070187412495,0.987232790302631,-0.0213638837180966,0.959082908386949,-0.0299078320559874,0.943978301924551
"NRGN",-0.312601892689838,0.882264046366445,-0.139155027778726,0.871813500995323,-0.209948477591684,0.798935323723636
"ESAM",0.293786859050095,0.926620571687561,0.13449283861391,0.879318949048446,-0.0025053977856529,0.998801924059983
"ROBO4",-0.42724570527131,0.804492887444672,-0.276753205199908,0.736250818799569,-0.297684745246346,0.756429467510776
"HEPACAM",0.0544234745232066,0.989701309603352,0.061761723812636,0.975491710400042,-0.0319319252839758,0.988554595184688
"HEPN1",-0.363337597958633,0.942899239281669,-0.237723303305147,0.888295185891501,-0.335965025694968,0.781235478015081
"SLC37A2",-0.0153643938046765,0.989020511532505,-0.0224542699841883,0.968736910528144,-0.107957618872923,0.811438752279164
"FEZ1",0.0151072245954088,0.993545111216598,0.0263002332639348,0.981102889072188,-0.0756469823240912,0.940686939663035
"EI24",0.289830676648236,0.674893276948019,0.187428804128595,0.626134653049717,0.221335738809298,0.591317813247651
"SRPRA",0.0893487574039428,0.903409622213377,0.0527310368928401,0.880478315875426,0.065764635082549,0.852402427152772
"ST3GAL4",0.0477861670301707,0.987381297202584,-0.00462809185472859,0.996049574432636,-0.0316709753909051,0.974201568777467
"LINC02712",-0.368258618926362,0.937120241257205,-0.206712224635703,0.921116466264833,-0.349529366333277,0.85536489445056
"ETS1",-0.084546346416359,0.965243412692706,-0.0806979849421524,0.895123255933228,-0.110097796799904,0.872214293828511
"FLI1",-0.369252073050627,0.607226415643211,-0.284724036915286,0.539909812541728,-0.323620476346004,0.376391918003978
"ARHGAP32",-0.109988731454713,0.942899239281669,-0.103660824993013,0.86055599668641,-0.163616248398505,0.780285395277599
"APLP2",0.165351022104518,0.767008173039101,0.09507849783043,0.712661164701235,0.126516230557732,0.646736088217769
"ZBTB44",-0.144396015965617,0.802175895468196,-0.132261264282547,0.614396075881076,-0.154470747415215,0.587769749127062
"ADAMTS8",0.60339188033648,0.903608037062864,0.378591654335971,0.863353446513897,0.248585158194721,0.902643232023022
"NTM",-0.0907534098015944,0.987676987381042,-0.0277879256752213,0.989648351854567,-0.291880404376713,0.888998683162165
"LINC02731",-0.710198518616937,0.865934979413673,-0.578546791066405,0.728626054491622,-0.76938198708661,0.638557114550233
"JAM3",-0.228835897239198,0.951610900208567,-0.178123147048789,0.903162098034093,-0.414924652922345,0.702430088102267
"NCAPD3",-0.12276722463622,0.885213448640826,-0.0709629234538746,0.867775140580767,-0.0918289354655664,0.851615103190831
"THYN1",0.137890814983755,0.969952634197529,0.0625020878828495,0.882550819749609,0.0620923247179365,0.896785969713696
"SLC6A13",0.229522571428883,0.935479761500471,0.150273289622585,0.906297237519218,0.0805860401345227,0.962220442527391
"KDM5A",-0.0384747168858943,0.961399538616457,-0.0256446330234642,0.938450495053442,-0.028090658387206,0.938176083415698
"WNK1",-0.032509978833211,0.975727322813314,-0.0447793479480569,0.880478315875426,-0.0420095246973306,0.896987088212181
"ERC1",0.0757489746968869,0.932284171534597,0.0759406234442018,0.791199639106284,0.092486337913905,0.782330512566656
"WNT5B",-0.00173034274518879,0.999861953973754,0.0418076911102921,0.975491710400042,0.0676166683353431,0.969752805540984
"FBXL14",0.177536790690248,0.898622648526422,0.0714849276829615,0.917723880271466,0.0761183700067474,0.922709833813539
"ADIPOR2",0.0518556109111084,0.951617778171382,0.0310753933085352,0.923054773439819,0.0112262527053981,0.979207899684523
"DCP1B",-0.171429480335607,0.904398347047516,-0.125217921725255,0.868346873746697,-0.12163113352157,0.891713916146166
"FKBP4",0.408463381527705,0.795440606734161,0.148430659662681,0.767036739071566,0.127121295753087,0.788083281414875
"TULP3",-0.0567049528069522,0.97333750941677,-0.0454815237338208,0.94500635226351,-0.104846352237743,0.853336294921174
"TSPAN9",0.421402965492902,0.87268208247702,0.333149470736147,0.763807426580721,0.262538596347496,0.82924665755452
"CCND2",-0.409962240259988,0.633461558848371,-0.313807162082998,0.567636892317067,-0.454846086969621,0.376391918003978
"TIGAR",0.0651298719367667,0.958551682865135,0.0658195403738673,0.882224304734097,0.042643795603117,0.936418953465064
"RAD51AP1",-0.0176445264893087,0.990850390543415,-0.0464597905276798,0.956240560346755,-0.106989118626383,0.89675635447082
"NDUFA9",0.354181119660528,0.562118039898797,0.284406386464688,0.539909812541728,0.323257949279291,0.361679412238685
"VWF",0.467222246296923,0.912259746037492,0.334313590814865,0.865887045284762,0.241336375312894,0.914685256526293
"CD9",0.0326029532416816,0.990850390543415,-0.035416402513354,0.972566892095937,-0.220789547733103,0.764501704035029
"TNFRSF1A",0.189225963233577,0.749768392717871,0.123878988339704,0.701215480896238,0.142912837440264,0.62915730044559
"LTBR",0.109365491059172,0.86918309088418,0.0862683786045749,0.756959699570331,0.0947142207252182,0.757533541049963
"CD27",0.659025666202024,0.878979008836662,0.616664917651909,0.756801218738335,0.660379335175418,0.75098218261211
"MRPL51",0.0104088637686542,0.99696237435303,0.0691563879663661,0.827265188324808,0.127537825814468,0.661047764554629
"NCAPD2",-0.372762772683981,0.713703084504335,-0.277722932552928,0.62873374102614,-0.310480824450401,0.605702441093301
"GAPDH",0.448958525554428,0.875519982021551,0.320807280380307,0.539909812541728,0.313199310188562,0.371933782150218
"CHD4",-0.0281256296219581,0.986243996198961,0.0178632236632849,0.967080217990028,0.00201204041981798,0.99774736540395
"COPS7A",-0.147133572217086,0.848228309522531,-0.0940208772414231,0.813747570349955,-0.143870793140828,0.701122931559269
"MLF2",0.253762335153927,0.71444637324098,0.207676190574017,0.626375901485095,0.212005544838955,0.640779962187052
"PTMS",0.251382688153336,0.937120241257205,0.146155589912805,0.680554703992045,0.130964594844755,0.753392468267112
"CD4",-0.0535418297549675,0.951726996250602,0.00303509298023147,0.9926960541996,-0.0409930842201639,0.91093329104767
"CDCA3",-0.584405642389976,0.76063344310174,-0.411775386642296,0.728626054491622,-0.56086938794222,0.661047764554629
"TPI1",0.35116362730542,0.850765417220173,0.208422040593749,0.539909812541728,0.203692324706654,0.503188932768188
"ATN1",-0.270636921197368,0.802910623801354,-0.240532457060963,0.614396075881076,-0.370379598097945,0.437992645675782
"C12orf57",-0.558342082423074,0.882264046366445,-0.32740213472893,0.567754820711177,-0.537431288160907,0.307928681666602
"PTPN6",0.282812715141428,0.663974594664865,0.227382419769722,0.565951168967911,0.198548537088135,0.617295806842706
"PHB2",0.388146702675641,0.805297296612406,0.235316861867709,0.607260215430647,0.295245086559058,0.468140187860629
"C1S",-0.321761403859442,0.937120241257205,-0.319355595297947,0.792119220424349,-0.438661945372739,0.679131007082978
"C1R",-0.251511640226851,0.962414509086953,-0.234296521647035,0.878905000893612,-0.359095615113646,0.776470090295609
"CD163L1",-0.138376381581184,0.956291459840523,-0.023914569689107,0.981217349004059,-0.0199253090319844,0.989130638310446
"CD163",0.0196272061099877,0.990850390543415,0.00574094008348473,0.996049574432636,0.132438330621627,0.902643232023022
"SLC2A3",-0.304224169792758,0.937120241257205,-0.132252469754881,0.89033472493253,-0.196609349395969,0.829258805841472
"C3AR1",0.317961132336631,0.772628913845821,0.285815681789218,0.593504960339697,0.388073034586322,0.364381114006951
"LINC00937",-0.260193947805228,0.915615419264746,-0.134108002578528,0.899623541499922,-0.181444741509315,0.876952946308714
"CLEC4E",-0.157415858907827,0.960180047202686,-0.0669907882336049,0.962866185703775,0.0254103299882718,0.988554595184688
"MFAP5",0.814658405186782,0.794511475184592,0.325358858785379,0.806409740187469,0.337649825349777,0.811438752279164
"RIMKLB",0.0916788920683601,0.958007726819188,0.032804459167348,0.96242869953788,0.06267458670639,0.916996650945138
"M6PR",0.121792964282701,0.882264046366445,0.0762129498554634,0.857474868048215,0.0479050150159389,0.922709833813539
"A2M",0.116881331979347,0.935853944284842,0.0512057251076887,0.908524530279617,-0.0141855688931681,0.976901867362516
"AC092821.3",-0.212132955854275,0.831586301123345,-0.150474272674036,0.746290670940047,-0.236975578177808,0.639972620212142
"KLRB1",0.384334132369087,0.912259746037492,0.383806482099002,0.774038913251,0.451260860474981,0.760378264086355
"CLEC2D",-0.361874534720813,0.682833215369481,-0.277886165981062,0.610562468549926,-0.365872282673724,0.514046956721147
"CD69",-0.131892487567418,0.937120241257205,-0.0406919101369996,0.951921041926033,-0.0699510376495883,0.917407534210067
"KLRF1",-0.769859629994256,0.743988537519481,-0.575932039997125,0.6118955526808,-0.711393722946104,0.545348360797921
"CLEC2B",0.0499892428813672,0.969952634197529,-0.0289458903546556,0.940619548176605,-0.00765776081644262,0.988350014201583
"CLEC9A",-0.129938656435941,0.969952634197529,-0.0479255027405531,0.972633302354072,-0.299531397367305,0.768245000954006
"CLEC7A",-0.255179503416764,0.831586301123345,-0.097728810572199,0.833312333476619,-0.192770685751685,0.660373570029727
"OLR1",0.012094095007338,0.991786406916107,0.00182487124808674,0.996435856793831,0.0141599311952174,0.979218528186553
"GABARAPL1",0.258096184432474,0.834896462424035,0.146920543960115,0.755804595002153,0.209163906582716,0.594301230245286
"KLRD1",0.351559088902815,0.915615419264746,0.255143253864599,0.865887045284762,0.27015560876003,0.854077732326249
"KLRK1",0.384662132005488,0.915615419264746,0.319470432325938,0.844289423695787,0.355818669386577,0.83780945723087
"YBX3",0.146263399756731,0.903608037062864,0.110593761195275,0.807230688869868,0.0505270422904504,0.919542522552017
"PRH1",-0.207078553277921,0.841271683568883,-0.130138348828539,0.79501289785789,-0.209964154876595,0.703913696755257
"PRR4",-0.0199502145833339,0.991594528553645,-0.0310653749277522,0.979412011605605,-0.244916516305465,0.806345549179156
"ETV6",-0.203631085160229,0.83918015622167,-0.145943222611503,0.734701074180741,-0.212745226194838,0.65642344853735
"BCL2L14",0.345737649692958,0.882264046366445,0.322487372897717,0.743910569746862,0.292914070794812,0.801143625969714
"DUSP16",-0.215274444388224,0.831586301123345,-0.168004259071284,0.669317337998275,-0.194473600545214,0.576643274398569
"CREBL2",-0.140324602969636,0.832719567576112,-0.123798715884769,0.689380545295917,-0.176909310157482,0.589477623405471
"CDKN1B",-0.0211184748904787,0.987381297202584,-0.0759388627773409,0.835278724571696,-0.0437745410266988,0.893280087890469
"APOLD1",-0.336453449976576,0.86918309088418,-0.289673835796452,0.742642354433938,-0.428359539346515,0.526483868522985
"GPRC5A",-0.286874462296815,0.941362866167704,-0.283369478512586,0.825928810266268,-0.399686068377437,0.74172543702435
"HEBP1",0.148731532361632,0.878653108141159,0.120519757087486,0.781746921621551,0.199804150446678,0.565699562145283
"EMP1",-0.962096730427524,0.654027551099472,-0.788970178012095,0.539909812541728,-1.02352773756749,0.430331057882329
"ATF7IP",-0.150449341146632,0.840467050491297,-0.128271512120238,0.700576833586673,-0.126464214221794,0.683703243550165
"PLBD1",0.0982574358025387,0.947261053507097,0.101032531944474,0.863252251385844,0.124531831026648,0.771400103797342
"H2AFJ",0.177813827723054,0.973470246864783,0.18222036581389,0.576859503928985,0.188090141762108,0.614524865059627
"WBP11",0.0314278723021241,0.975333653661194,-0.00356946070654529,0.99159047822418,-0.0233191645678796,0.957562802791205
"C12orf60",-0.0937146067869594,0.975195695221014,-0.0352233604201151,0.973528437650212,0.109251246624728,0.909633877358067
"SMCO3",0.564805276170653,0.885213448640826,0.400861658915521,0.728626054491622,0.278311785825902,0.792835401805648
"MGP",0.385832404325899,0.958007726819188,0.184582472127082,0.945887491986644,0.0327802404747153,0.992015271357945
"ARHGDIB",0.276289556737344,0.756024783939142,0.178810319358386,0.655885041836434,0.243488066255774,0.441384111538575
"EPS8",0.115161364618183,0.897129444505265,0.061627455893062,0.868346873746697,0.115425037605073,0.73788769242731
"STRAP",0.257004813228435,0.81827440488845,0.213031751876654,0.703986373319257,0.224607241964279,0.666696927518615
"DERA",0.0706028135106594,0.969952634197529,0.0692841275492257,0.926067070699412,0.106912895970797,0.862063018736608
"MGST1",-0.112720878974545,0.962718721338874,-0.0824469955644135,0.914172578664351,-0.119925514303362,0.883528995898572
"PLEKHA5",-0.015556407656382,0.990850390543415,-0.0392975080518235,0.96277084031199,0.0740934334904866,0.926493644917102
"AEBP2",-0.101221661738158,0.877132886555714,-0.0760193970723895,0.816121150261862,-0.134128717736559,0.699634598786394
"PDE3A",-0.787325238815786,0.663974594664865,-0.484668399448466,0.678110628123578,-0.725258907428817,0.526483868522985
"RECQL",0.0173862931126088,0.987232790302631,0.010250148750576,0.978745080224563,0.0331139742170959,0.938766652604252
"LDHB",0.249388307800636,0.941696666166782,0.171268938319966,0.726008162470312,0.303251751150559,0.406317645003979
"AC053513.1",-0.222740181934701,0.95623060346501,-0.0828963853597831,0.966207936709219,-0.309896514644017,0.837429769891498
"C2CD5",-0.2827221362296,0.620497879203569,-0.225861793524566,0.565951168967911,-0.231323702754362,0.538473342659441
"ETNK1",-0.0962956600473599,0.915615419264746,-0.0932112928084256,0.790067916621749,-0.140551474473627,0.720058868691908
"SOX5",-0.093743872609144,0.987168661761228,0.0880575581285924,0.963632023564318,-0.106963663478629,0.957032935111442
"BCAT1",-0.133857530550013,0.923535871787432,-0.12266333955262,0.805882240027355,-0.0665766991830837,0.91093329104767
"LRMP",-0.146840030064329,0.847763278066247,-0.111080649520997,0.755206261592226,-0.147941271846296,0.677004758747164
"ETFRF1",0.0955623971199916,0.937295590475388,0.0754672498504311,0.877318442258331,0.0913619086039683,0.848852976435192
"KRAS",0.0444912999874784,0.965026801109949,0.0250326949555106,0.956240560346755,0.0354030294029698,0.933317716699392
"AC087239.1",-0.549732366781774,0.562118039898797,-0.378426116907239,0.539909812541728,-0.52184986756951,0.255695102597858
"RASSF8-AS1",0.0422184240092523,0.986243996198961,0.0481573243545628,0.941264598661626,-0.0281005788795253,0.971582780865488
"RASSF8",0.263228932350771,0.850765417220173,0.171852702122838,0.813377679916131,0.160719712871195,0.857083876582248
"BHLHE41",0.0601420866626495,0.97511291681835,-0.00624143741838154,0.991879655613432,-0.103082278656207,0.868358861117531
"SSPN",0.0866004089402596,0.962718721338874,0.0287410529267742,0.95565153722071,0.06907030927828,0.876699863846491
"AC022509.4",-0.730034349888441,0.831586301123345,-0.545405932474588,0.726740732682649,-0.747852892032269,0.512732031326607
"ITPR2",-0.138074549185127,0.923535871787432,-0.101162658469492,0.870765190363925,-0.215492880209972,0.634310130915045
"FGFR1OP2",0.093507701745259,0.921745497785775,0.029299078085592,0.949757741465138,0.0418189025665373,0.923488310679102
"TM7SF3",-0.166323156842209,0.841271683568883,-0.119986634509143,0.768239292111389,-0.203201201345772,0.633269495419776
"STK38L",-0.196411420580998,0.8276928018909,-0.148769030547951,0.706198326332625,-0.248166657579052,0.536280538719723
"PPFIBP1",-0.390296261407856,0.743641475921582,-0.219226738144763,0.707054072340348,-0.285363343914403,0.661047764554629
"KLHL42",-0.0386099982856168,0.978731255112132,-0.0111319215073755,0.980000233091819,-0.0100734256997626,0.988046017670122
"CCDC91",0.00242138606954933,0.995406975781891,0.00756832249044565,0.982567521584643,0.036125030423357,0.91093329104767
"AC012150.1",0.0692370647273845,0.986243996198961,0.0286908698586251,0.978091436269734,-0.0832083301909331,0.943665754096722
"FAR2",0.0219273744421252,0.987292015106137,0.0272041294970825,0.961663698018687,0.0958361391471507,0.800759848264319
"ERGIC2",-0.0323748155819567,0.987060796028084,-0.00593757316744794,0.991599085914501,0.0481714045343149,0.919383396491636
"OVCH1-AS1",-2.39182535414219,0.700393778780536,-2.04578676326308,0.539909812541728,-2.3705563120283,0.441384111538575
"TMTC1",0.0503954921207506,0.987676987381042,0.0516235390045699,0.975491710400042,0.0169061515466536,0.992577129869039
"SINHCAF",-0.0525880746509699,0.964462552585652,-0.0506199186599646,0.895026721870522,-0.0578697774934121,0.891055840715954
"DENND5B",-0.0774288286994989,0.975333653661194,-0.00963449190123663,0.990936461781775,0.0355448059707268,0.973942463195293
"AMN1",-0.169311286045842,0.850765417220173,-0.0729780251246504,0.887873926895584,-0.118358292304342,0.825293721416026
"AC023157.3",-0.497924805113429,0.672839863206178,-0.338503801076332,0.61914383338926,-0.573874886344268,0.364381114006951
"RESF1",-0.282889829985639,0.808311629068188,-0.192414511344751,0.739101780289194,-0.185843079920724,0.746248503638004
"BICD1",-0.30612111329528,0.782623892877722,-0.154342725282549,0.791438454835134,-0.252607794701539,0.690076188603555
"FGD4",0.00753929269380171,0.993496682024704,0.00618554033239453,0.990128606041003,-0.00779672623439734,0.990420116511119
"DNM1L",-0.0712739156741544,0.912259746037492,-0.0248577975294129,0.93914373777039,-0.055320467984335,0.860190911861655
"PKP2",0.113407846363864,0.979624472869482,0.090412678990571,0.961663698018687,0.185306711761075,0.877069431682963
"SYT10",0.127445961196271,0.975727322813314,0.0697353507070642,0.966233510678072,0.172726651205533,0.916613851665333
"CPNE8",-0.201943465685072,0.831586301123345,-0.135135544827422,0.729604132003868,-0.0838940905668959,0.862601795381755
"KIF21A",-0.162853806705618,0.965429829577843,-0.108089801402599,0.932320009271582,-0.115796060324074,0.924515658296041
"SLC2A13",-0.284908438036625,0.674893276948019,-0.240558710629964,0.539909812541728,-0.287667848373446,0.481910187478774
"LRRK2",-0.265486339441106,0.743988537519481,-0.220990802825149,0.619039507055099,-0.255700209809314,0.603388922459987
"CNTN1",-0.423398297558726,0.939657569638269,-0.270740026758227,0.905296396015766,-0.451300032722754,0.803855174011006
"AC090630.1",-0.273728354709853,0.926058247355641,-0.170414977054275,0.870765190363925,-0.341983271696659,0.441384111538575
"YAF2",0.140674074573231,0.866927105896921,0.112065143400471,0.771931159611123,0.10862068235154,0.812456792848887
"PPHLN1",0.0892317251424985,0.903608037062864,0.0850234897816265,0.797064046996921,0.0920815995120573,0.795852028600715
"ZCRB1",0.183429826887689,0.877132886555714,0.115152494358438,0.732900498693472,0.187850425026674,0.568136661799545
"PRICKLE1",0.40383598091282,0.847763278066247,0.364735276909356,0.703851799611006,0.344168240131063,0.75070515447857
"PUS7L",-0.159262019794465,0.850765417220173,-0.129577586119284,0.724563954005688,-0.132153402628416,0.71233550026931
"TWF1",0.130403482775597,0.908677802519192,0.0517692110451387,0.923054773439819,0.0555592530810224,0.922381644150774
"TMEM117",0.0993234604688103,0.961059654169002,0.105350827721351,0.897123059066415,-0.009836956620828,0.994458394354299
"ANO6",-0.0797468455576237,0.903608037062864,-0.0595855055707324,0.846012846277298,-0.083238986847631,0.809477309475852
"ARID2",-0.139115447142629,0.847164208899954,-0.105692093123882,0.73101121462528,-0.145533927783208,0.663353740204739
"SCAF11",-0.0372487576634195,0.972032683928677,-0.0467252420799826,0.8843628398733,-0.0632575407461475,0.865053534712714
"SLC38A1",-0.151113034279034,0.964462552585652,-0.137171255176306,0.908524530279617,0.169973696132588,0.879642667300819
"SLC38A2",-0.168379041707423,0.876796771935752,-0.150998564737121,0.716776630926897,-0.307039905670938,0.381126970039356
"AC008014.1",-0.405903911862462,0.743988537519481,-0.256832658667536,0.641358100100867,-0.417900508044502,0.455988349676889
"PCED1B",-0.0342908837803807,0.987165551409643,-0.0278717996886823,0.967149837859175,-0.115496944518928,0.857863044176009
"PCED1B-AS1",0.0532372527246092,0.962718721338874,0.0388735607463301,0.932961517129018,-0.0444328591614775,0.922709833813539
"SLC48A1",0.111584411803369,0.94801751582644,0.11446950644172,0.855616970453911,0.166734149978185,0.806754777416922
"HDAC7",-0.0505549824197205,0.97511291681835,0.000155765037506411,0.99967840875972,-0.0146495205637594,0.979218528186553
"VDR",0.0501954407403564,0.987168661761228,0.0466598413581233,0.962866185703775,0.120739518138305,0.881230363846656
"TMEM106C",0.0136047630493894,0.994202951143564,-0.031333916564881,0.961663698018687,-0.0895223810435126,0.876699863846491
"CCDC184",-0.220711628528794,0.964563941864995,-0.112578028338885,0.931138239952162,-0.282225317095362,0.738553820185858
