"logFC","logCPM","F","PValue","FDR","gene","defining_C3_gene","FDR_nondefining"
-1.72869221928788,2.91601157286894,28.6876111043307,9.62492775834706e-05,0.508593743162368,"MAMDC2",FALSE,0.505559375453743
-0.646980384130755,7.36510983609461,23.641007792482,0.0002409848688776,0.508593743162368,"LPAR6",FALSE,0.505559375453743
-3.16676015799357,1.50604282705773,20.9716473090608,0.00041309600710054,0.508593743162368,"LINC01482",FALSE,0.505559375453743
-0.810656022781757,2.76340271836601,20.1857457601426,0.000488152312774176,0.508593743162368,"ANTXR1",FALSE,0.505559375453743
-1.50224283245609,1.44719027941171,19.4001663625256,0.000579176923285397,0.508593743162368,"MAMDC2-AS1",FALSE,0.505559375453743
0.527562836342417,6.05606968865203,19.3273194782124,0.000588559610860219,0.508593743162368,"STXBP2",FALSE,0.505559375453743
-1.20801105396662,8.78833256333745,19.0703688975095,0.000623071279555542,0.508593743162368,"AC253572.2",FALSE,0.505559375453743
-0.425107527233032,5.91858539501881,19.0006275908128,0.000632834004150836,0.508593743162368,"WDR74",FALSE,0.505559375453743
-0.441207194900218,5.65165312088003,18.8837967084637,0.000649583377344423,0.508593743162368,"LRRC8C",FALSE,0.505559375453743
-2.3876183083992,-0.218131728084703,18.3858518466343,0.000726898312012256,0.508593743162368,"AC005237.1",FALSE,0.505559375453743
-0.4529984208743,5.32256236195788,18.3532871099249,0.00073231072172134,0.508593743162368,"CEPT1",FALSE,0.505559375453743
-0.788506755993026,4.60527589081205,18.2734622976157,0.000745774157963823,0.508593743162368,"CRIM1",FALSE,0.505559375453743
-0.517685699491596,6.63180941379899,17.4938726453289,0.000893288208798994,0.508593743162368,"CTNND1",FALSE,0.505559375453743
-1.28048496541598,3.02239619267078,17.3507750650143,0.000923855770661046,0.508593743162368,"DPH6-DT",FALSE,0.505559375453743
-0.695227540356162,7.00940909120114,17.3253259515562,0.000929416559510293,0.508593743162368,"HEXIM1",FALSE,0.505559375453743
-0.577237569673043,5.08561760856162,17.2115323930415,0.000954754476585756,0.508593743162368,"ZEB2-AS1",FALSE,0.505559375453743
-0.700566590011773,4.29631366186483,17.209280088221,0.000955263908270939,0.508593743162368,"AC092803.1",FALSE,0.505559375453743
-0.3533750534477,6.17243301978326,16.3868899449291,0.00116394290714019,0.526334897799436,"PABPN1",FALSE,0.523194682963377
-0.447364109308818,5.34517810438334,16.3817075377864,0.00116541413023015,0.526334897799436,"BICRAL",FALSE,0.523194682963377
-0.58621089109889,4.29336555716026,16.3641521845739,0.00117041373187091,0.526334897799436,"AC092944.1",FALSE,0.523194682963377
-0.572143381083431,3.55707429201162,16.0099483475004,0.00127672939393546,0.526334897799436,"AC090825.1",FALSE,0.523194682963377
0.668285855196652,3.93996636792159,15.9561146666067,0.00129383738004953,0.526334897799436,"FLVCR2",FALSE,0.523194682963377
-0.536485586629115,4.55275440226434,15.4196841680165,0.00147945875098365,0.526334897799436,"AOPEP",FALSE,0.523194682963377
0.480551758711203,5.80898567418233,15.223499887974,0.00155483120195883,0.526334897799436,"IRAK1",FALSE,0.523194682963377
0.452999308797192,5.85586730281015,15.1797401307045,0.00157223778206475,0.526334897799436,"OGFR",FALSE,0.523194682963377
-0.568873554467946,6.58087776018379,15.1626674550241,0.00157908934859855,0.526334897799436,"ENTPD1-AS1",FALSE,0.523194682963377
1.08677802295884,1.15772353888421,15.108748193112,0.00160095378750814,0.526334897799436,"ADAMDEC1",FALSE,0.523194682963377
0.803696667395888,4.05773197952979,14.9100287758373,0.0016845848883609,0.526334897799436,"KCNK10",FALSE,0.523194682963377
-0.441387176841068,6.38347554577264,14.9058150533429,0.00168641167121684,0.526334897799436,"FLI1",FALSE,0.523194682963377
0.574123812250107,4.87289424335163,14.6724921612414,0.00179120002161796,0.540405046522137,"TMUB1",FALSE,0.537180886483225
0.411345219687895,7.48864153112876,14.4396793411277,0.00190326432504839,0.555691787290742,"LGALS9",FALSE,0.552376423627755
-0.446634776012413,5.24536327649305,14.2283962394102,0.00201196759667239,0.569072459921306,"ZMAT1",FALSE,0.565677264601922
0.607192847999865,6.43158704790094,14.0492587737858,0.00210973325538872,0.578642293773434,"ACADVL",FALSE,0.575190002991888
-0.470082467617196,5.07204668363289,13.8400635696018,0.00223087075815276,0.579515073717217,"RFX7",FALSE,0.576057575763319
2.03530740138792,-1.97771984064343,13.823212395995,0.00224097089604492,0.579515073717217,"CCDC68",FALSE,0.576057575763319
-0.464316021162013,5.80785536203515,13.6249003025389,0.00236386031087796,0.580352511970643,"TNRC18",FALSE,0.576890017699688
0.387972978279983,5.51246669665924,13.6114833439591,0.00237244977824702,0.580352511970643,"LRRC59",FALSE,0.576890017699688
-0.510479596956199,4.61967393651165,13.1799536277768,0.00266878574206761,0.601026848371722,"LINC01004",FALSE,0.604726872988609
0.463647906380988,5.82113148754996,12.980356735173,0.00282006793752248,0.601026848371722,"UQCRC1",FALSE,0.604726872988609
-0.374636431276963,5.14249877485213,12.8535350056285,0.00292130022222751,0.601026848371722,"WDR11",FALSE,0.604726872988609
0.427552131776029,6.06519234027566,12.8448587649346,0.00292837682965655,0.601026848371722,"KLF13",FALSE,0.604726872988609
0.557589217164537,6.16648893127106,12.8439013260856,0.0029291589504805,0.601026848371722,"SLC39A1",FALSE,0.604726872988609
-0.468569480843549,4.99867897751048,12.7699265680622,0.00299031924166899,0.601026848371722,"TRAF3IP2-AS1",FALSE,0.604726872988609
-0.455759931637098,4.08006410758985,12.5591927521691,0.00317274257657709,0.601026848371722,"AL049828.1",FALSE,0.604726872988609
-0.735057685997227,4.4417836883402,12.2996318309562,0.00341525561511806,0.601026848371722,"AC008875.3",FALSE,0.604726872988609
0.44609059472577,6.15767973048676,12.2722630354969,0.00344204508008079,0.601026848371722,"NAA10",FALSE,0.604726872988609
-0.433463381969607,4.52201458808025,12.2339073846537,0.00347999580770242,0.601026848371722,"CBWD5",FALSE,0.604726872988609
-0.522846851539273,3.57650833277973,12.157113303156,0.00355743221204326,0.601026848371722,"MMS22L",FALSE,0.604726872988609
0.349020637243191,6.17767138623888,12.0849974488827,0.00363195740236137,0.601026848371722,"PSMD2",FALSE,0.604726872988609
-0.6447928376116,4.05215080936816,12.0341029774149,0.00368563167649312,0.601026848371722,"C11orf65",FALSE,0.604726872988609
-0.304064429786696,5.51229686426915,12.0064753186117,0.00371514946878994,0.601026848371722,"EXOC6B",FALSE,0.604726872988609
0.34726815341017,5.22068705956703,11.9277730504841,0.00380073560623188,0.601026848371722,"NDUFA9",FALSE,0.604726872988609
0.707965342010681,3.12614881663729,11.901150409384,0.00383019774181211,0.601026848371722,"TRAF4",FALSE,0.604726872988609
0.420121049000492,6.12488560662625,11.8856979045781,0.00384741863219983,0.601026848371722,"TLE5",FALSE,0.604726872988609
-0.433464009039211,4.92599398277195,11.8036552048747,0.00394035323553766,0.601026848371722,"HIBADH",FALSE,0.604726872988609
-1.80773762604083,1.45586779935837,11.7141992251668,0.00404463689935517,0.601026848371722,"AL136114.1",FALSE,0.604726872988609
0.360636345753671,6.61561739331412,11.6537009929282,0.00411696030395562,0.601026848371722,"NUDC",FALSE,0.604726872988609
0.753018577116318,6.11729942306019,11.567221126023,0.00422293881943567,0.601026848371722,"PPARG",FALSE,0.604726872988609
0.482146657198104,4.9128706023834,11.556189486753,0.00423668184400716,0.601026848371722,"MVP",FALSE,0.604726872988609
-0.896865849484942,4.26949396109327,11.5240538042869,0.00427700969803868,0.601026848371722,"CALCR",FALSE,0.604726872988609
0.287702125589905,6.33151556253862,11.4098396448056,0.00442395202851918,0.601026848371722,"PSMB7",FALSE,0.604726872988609
0.386384970674809,5.76525075169079,11.3891465275604,0.00445119112149248,0.601026848371722,"RRAGC",FALSE,0.604726872988609
0.374238233429233,5.44946887869174,11.3716389297145,0.00447438757296291,0.601026848371722,"IMP4",FALSE,0.604726872988609
0.337946343411275,6.55371167323272,11.3622338715455,0.00448690601158399,0.601026848371722,"BAG1",FALSE,0.604726872988609
-0.63609830062176,5.26309476668733,11.3467365518127,0.00450762134690475,0.601026848371722,"NLRP1",FALSE,0.604726872988609
0.498792452997879,5.85111409131356,11.2846038840438,0.00459178536949427,0.601026848371722,"ABCG1",TRUE,
-0.537559501395599,6.28517217529311,11.2715189922856,0.00460973935334442,0.601026848371722,"NAIP",FALSE,0.604726872988609
-0.709928476413309,5.08941505548892,11.2007137396802,0.0047083030902155,0.601026848371722,"WLS",FALSE,0.604726872988609
0.449051983683637,5.06379127404691,11.1851137536485,0.00473034318945247,0.601026848371722,"EGLN2",FALSE,0.604726872988609
-0.363077867952182,6.20464633201606,11.1470288308129,0.0047846505592441,0.601026848371722,"MOB1B",FALSE,0.604726872988609
-0.50029850730982,4.66075204155952,11.1134702849514,0.00483309809925948,0.601026848371722,"SIPA1L3",FALSE,0.604726872988609
-0.368357936222396,5.48761312007023,11.0530390602279,0.00492177005702064,0.601026848371722,"CEP85L",FALSE,0.604726872988609
-0.539160375546441,4.74598291766428,11.033442411253,0.00495092509367893,0.601026848371722,"BASP1-AS1",FALSE,0.604726872988609
0.346130313242331,4.80898878597514,10.9561106719991,0.00506792983379283,0.601026848371722,"RRP36",FALSE,0.604726872988609
0.347670497013038,6.35054095208315,10.9187947837016,0.00512552471841327,0.601026848371722,"FAM50A",FALSE,0.604726872988609
0.439940898731251,6.07628789195542,10.9039160046905,0.00514869881467899,0.601026848371722,"MFSD12",FALSE,0.604726872988609
-0.684520284718652,5.57955886809238,10.9004375497568,0.00515428703217824,0.601026848371722,"ZNF710",FALSE,0.604726872988609
-0.416239804683418,5.38321732168188,10.8601858246846,0.00521751019103954,0.601026848371722,"GTF2A1",FALSE,0.604726872988609
-0.732897233280911,3.32954496409914,10.7464727222255,0.00540144871927565,0.601026848371722,"MAK",FALSE,0.604726872988609
-0.316499567470082,5.37434863022139,10.7238891905912,0.00543886048146993,0.601026848371722,"PARN",FALSE,0.604726872988609
1.97672195212262,-2.10106811627815,10.7073498539805,0.00546644853086337,0.601026848371722,"CA4",FALSE,0.604726872988609
