"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","description"
"GO:0071383",0.172240802675585,0.448511532639632,0.135002033828631,-0.262145191068486,-1.17257103630973,121,"ERRFI1;EDN1;ZFP36L1;PIAS2;HSPA1B;ATP1A2;NR3C2;TRERF1;KDM3A;SGK1;IGF1R;LBH;ESR1;CFLAR;ZFP36;HSPA1A;SFRP1;UFSP2;CRY1;FOXP1;SOX10;PAQR8;EP300;KANK2;PLAT;ATP2B1;ATP1A1;NR3C1;LATS1;EIF4E;YAP1;TAF7;RXRA;JAK2;ARID1A;RBFOX2;GJB2;FBXO32;BCL2L11;SIRT1;ZMIZ1;PPARD;FLT3;PADI2;CYP7B1;CNOT1;PRMT2;ZFP36L2;NEDD4;NPC1;ACVR1","cellular response to steroid hormone stimulus"
"GO:0071384",0.0827205882352941,0.304035920726672,0.211400189384923,-0.379460667239455,-1.34393556456091,38,"ERRFI1;EDN1;ZFP36L1;SGK1;IGF1R;CFLAR;ZFP36;PLAT;ATP2B1;NR3C1;EIF4E;JAK2;GJB2;FBXO32;BCL2L11;FLT3;ZFP36L2;ACVR1","cellular response to corticosteroid stimulus"
"GO:0071385",0.123636363636364,0.37151170519164,0.169570644405628,-0.368030057342977,-1.28922288934617,35,"ERRFI1;EDN1;ZFP36L1;IGF1R;CFLAR;ZFP36;PLAT;ATP2B1;NR3C1;EIF4E;JAK2;GJB2;FBXO32;BCL2L11;FLT3;ZFP36L2;ACVR1","cellular response to glucocorticoid stimulus"
"GO:0071392",0.0519230769230769,0.245291777188329,0.276500599254472,-0.494959445658066,-1.46094061901464,18,"IGF1R;CRHBP;ESR1;CFLAR;SFRP1;NCOA3;NRIP1;ITGA2;ZNF703;BCL2L11;FAM210B","cellular response to estradiol stimulus"
"GO:0071396",0.730769230769231,0.907390192888682,0.0518457624865066,-0.181510810106465,-0.910862181495708,329,"ERRFI1;AHR;NTRK3;PLCG2;EDN1;CLDN1;AKR1C1;ATM;TRIB1;LDLR;MEF2C;ZFP36L1;HES1;GNG2;CDK19;TLR4;PID1;CCL2;PIAS2;HSPA1B;PABPN1;FOS;ATP1A2;NR3C2;TRERF1;BMP6;KDM3A;SGK1;IRAK2;GRAMD1B;IGF1R;PTPN22;LBH;CRHBP;COL1A1;CARD8;ESR1;CFLAR;ZFP36;TNF;CXCL8;CCL3;WNT6;HSPA1A;SFRP1;MRC1;UFSP2;TNFAIP3;PRKCA;CRY1;FOXP1;IL1A;NCOA3;INHBA;SOX10;SERPINE1;PAQR8;EP300;KANK2;CD6;PLAT;ATP2B1;HCK;ATP1A1;FFAR2;NR3C1;NRIP1;PLCB1;LATS1;MAPK14;ITGA2;CSF2;DAG1;EIF4E;YAP1;LILRB2;TAF7;RXRA;JAK2;PTCH1;ZNF703;PDE4B;ARID1A;EPHA3;ADAM9;DAB2IP;INSIG1;RBFOX2;TNIP1;GJB2;IL6;FBXO32","cellular response to lipid"
"GO:0071398",0.175600739371534,0.45264608706293,0.141225119642531,-0.3962498406779,-1.24328675795812,22,"EDN1;CLDN1;AKR1C1;LDLR;HES1;PID1","cellular response to fatty acid"
"GO:0071402",0.164859002169197,0.438680977067108,0.159646701919906,0.402350901952327,1.28734081417097,22,"PPARG;ITGB2;LPL;CD81;CD68;TREM2","cellular response to lipoprotein particle stimulus"
"GO:0071404",0.25879917184265,0.556245285674586,0.120985142145252,0.394405174255517,1.16380123970934,16,"PPARG;ITGB2;LPL;CD81","cellular response to low-density lipoprotein particle stimulus"
"GO:0071407",0.111295681063123,0.352770115040696,0.170932335370056,-0.232958850828973,-1.16057698559107,301,"ERRFI1;AHR;EGR1;PIK3CG;EDN1;EZH2;SLC9A1;EPG5;MEF2C;ZFP36L1;GNG2;PRKN;PDGFB;CCL2;PIAS2;HSPA1B;OPRM1;ATP1A2;NR3C2;TRERF1;KDM3A;SGK1;PDE3A;ID1;GRAMD1B;IGF1R;LBH;CRHBP;COL1A1;COLEC12;ESR1;CFLAR;P2RX7;P2RX4;ZFP36;TNF;LRRK2;CASP8;CCL3;HSPA1A;ITPR2;SLC1A2;SFRP1;AKAP9;UFSP2;CRY1;FOXP1;DNMT3A;P2RY12;IGFBP5;NCOA3;HTR7;INHBA;SOX10;PAQR8;EP300;KANK2;SLC16A1;PLAT;ATP2B1;CHRM3;ATP1A1;NR3C1;NRIP1;PLCB1;LATS1;ITGA2;APP;DIAPH1;SSH1;DAG1;EIF4E;YAP1;SNCA;TAF7;RXRA;JAK2;SMAD5;KCNQ1;P2RY13;PTCH1;ZNF703;PDE4B;ATF4;IFNB1;ARID1A;PTGS2;INSIG1;RBFOX2;BMP2;CAV2;GJB2;SLC8A1;JUP;FBXO32;ATP2B4","cellular response to organic cyclic compound"
"GO:0071417",0.0667779632721202,0.273545610347256,0.224966093540314,-0.245019062316495,-1.23075891361325,335,"SOCS1;PIK3R3;ERRFI1;AHR;EGR1;PIK3CG;EDN1;EZH2;SLC9A1;ADRB2;SOGA1;ENPP1;MEF2C;GDF15;ZFP36L1;KAT2B;GNG2;PRKN;NR4A1;TLR4;PID1;GPR173;OPRM1;BAIAP2;FOS;PTPRE;NCOA2;RARRES2;PDE3A;ID1;SORBS1;C2CD5;IGF1R;PTPN22;CRHBP;COL1A1;LRP1;MBD5;CPEB2;SORL1;IGF2;SLC39A14;CFLAR;P2RX7;P2RX4;OGT;COL3A1;UBR1;TNF;LRRK2;ITPR2;SLC1A2;SFRP1;AKAP9;NTRK2;DNMT3A;CPEB4;P2RY12;IGFBP5;HTR7;STAT5B;JUN;INHBA;ABCC1;SLIT2;COL1A2;SLC38A9;KLF15;PLAT;ATP2B1;CHRM3;ATF2;TRIM72;PLCB1;FER;PHIP;COL6A1;APP;DIAPH1;SSH1;SESN3;IRS2;PTK2;APPL2;SNCA;GAB1;STXBP4;JAK2;MDM2;KCNQ1;EPHA4;PDE4B;ATF4;PIK3CA;TSHR;PTGS2;INSIG1;PRKDC;PIK3C2A;CAV2;GJB2;SLC8A1;JUP;ATP2B4;PRNP;BCL2L11;MAX","cellular response to organonitrogen compound"
"GO:0071425",0.928436911487759,0.986892894228868,0.0463227785794633,-0.220168123703472,-0.660227331426096,19,"KITLG;RUNX1;ETV6;N4BP2L2","hematopoietic stem cell proliferation"
"GO:0071450",0.781007751937985,0.931194228213404,0.0555947097758869,-0.27452496614855,-0.796697497655606,17,"DHFR;MT3;SOD3","cellular response to oxygen radical"
"GO:0071451",0.781007751937985,0.931194228213404,0.0555947097758869,-0.27452496614855,-0.796697497655606,17,"DHFR;MT3;SOD3","cellular response to superoxide"
"GO:0071453",0.563084112149533,0.820360691813087,0.0810802057550866,0.210721475071958,0.958470631447445,106,"ACAA2;ENO1;STUB1;IRAK1;PPARG;NOP53;EGLN2;PHB2;PGK1;BAD;TREM2;NDUFS2;SIRT2;ATP6AP1;P4HB;BNIP3L;VEGFA;ATP6V1G1;PRKCE;PINK1;KCNMB1;TWIST1","cellular response to oxygen levels"
"GO:0071456",0.497641509433962,0.768591208098633,0.0883594442500905,0.219399922972698,0.973379762551195,90,"ACAA2;ENO1;STUB1;IRAK1;PPARG;NOP53;EGLN2;PHB2;PGK1;BAD;TREM2;SIRT2;P4HB;BNIP3L;VEGFA;PRKCE;PINK1;KCNMB1;TWIST1","cellular response to hypoxia"
"GO:0071459",0.686626746506986,0.89137329215059,0.0630790410571939,0.286517104648303,0.833804027417113,15,"BOD1;NDC80;CDT1;TRAPPC12;BUB3","protein localization to chromosome, centromeric region"
"GO:0071466",0.896869244935543,0.979517822602929,0.0468819856878333,-0.190386844072577,-0.743500912534562,61,"AHR;EDN1;AKR1C1;CMBL;MEF2C;SULT1A1;SLCO2B1;CRHBP","cellular response to xenobiotic stimulus"
"GO:0071470",0.106617647058824,0.343535432465669,0.184706471207739,-0.376343335836259,-1.31115886138901,34,"ERRFI1;LRRC8C;SLC12A6;SLC2A1;ZFP36L1;EFHD1","cellular response to osmotic stress"
"GO:0071478",0.731707317073171,0.907981673826744,0.0536769600638126,-0.205593165232504,-0.880517505103691,99,"GADD45A;EGR1;TP53INP1;CCND2;CUL4B;ATM;WRN;POLK;CRYAB;NMT2;MYC;SFRP1;SLC24A4;CRY1;TENT2;XPA;TANK;CAMKMT;EP300;MAPK14;XPC;YAP1;INO80;MDM2;CREBBP;CDKN1A;ATF4;IFI16;PTGS2","cellular response to radiation"
"GO:0071479",0.616341030195382,0.854891662570382,0.0626618230932491,-0.244313841102552,-0.910104698500903,46,"GADD45A;EGR1;CCND2;ATM;WRN;CRYAB;SFRP1;TANK;MAPK14;YAP1;INO80;MDM2;CDKN1A;IFI16;ATR;SIRT1","cellular response to ionizing radiation"
"GO:0071480",0.645951035781544,0.87234219269103,0.0632191170859458,-0.297073125201281,-0.890845565610634,19,"EGR1;ATM;WRN;CRYAB","cellular response to gamma radiation"
"GO:0071482",0.82078853046595,0.951713299069418,0.0496901392724606,-0.204668130319546,-0.796523095543496,58,"TP53INP1;CUL4B;POLK;NMT2;MYC;SLC24A4;CRY1;TENT2;XPA;CAMKMT;EP300;XPC;INO80;CREBBP;CDKN1A;ATF4;PTGS2;ATR;SIRT1;NEDD4;PCNA;TAF1;CRIP1","cellular response to light stimulus"
"GO:0071496",0.619672131147541,0.856884939482151,0.0585937568945671,-0.196433730272709,-0.938081349418524,196,"GADD45A;SREBF2;SLC9A1;FADS1;SLC38A2;TNFSF14;WRN;MAP3K1;SLC2A1;PIEZO2;TLR4;CDKN2B;FOS;ATP1A2;RICTOR;BMP6;PIEZO1;CD40;MAP3K14;IGF1R;SCX;COL1A1;PIK3C3;P2RX7;LRRK2;CASP8;NIM1K;HNRNPL;BAG3;SLC1A2;SFRP1;CRADD;PMAIP1;MTMR3;TNRC6A;ATG7;CPEB4;KLF10","cellular response to external stimulus"
"GO:0071526",0.409926470588235,0.695558722342148,0.0852884689790502,-0.309358934270053,-1.02088018961825,27,"EDN1;SEMA4C;PLXNC1;SEMA6D;NRP2;NCAM1;SEMA5A;ECE1;MET;FARP2;SEMA6A","semaphorin-plexin signaling pathway"
"GO:0071539",0.623595505617977,0.858057413796402,0.0646484568421928,-0.284393767401973,-0.897453623243622,23,"CCDC14;CEP192;PIBF1;BICD1;AURKA;C2CD3;DISC1;PCM1;MCPH1","protein localization to centrosome"
"GO:0071542",0.774451097804391,0.928173784707251,0.0573667426768556,0.268609675721068,0.781690955918146,15,"MANF;VEGFA;HPRT1;CSNK1D","dopaminergic neuron differentiation"
"GO:0071548",0.0330097657121263,0.185285467934985,0.321775918075361,-0.47587056839986,-1.55562468594394,26,"ERRFI1;EDN1;CLDN1;PAPPA;IGF1R;CFLAR;PLAT;NR3C1;EIF4E;JAK2;PIK3CA;GJB2;FBXO32","response to dexamethasone"
"GO:0071549",0.152215799614644,0.420497567419392,0.156312403073186,-0.44118372006713,-1.27116157131105,16,"ERRFI1;IGF1R;CFLAR;PLAT;NR3C1;EIF4E;JAK2;GJB2;FBXO32","cellular response to dexamethasone stimulus"
"GO:0071559",0.0171297169129926,0.128005702749817,0.352487857583619,-0.290060981100582,-1.36547246078962,179,"DCSTAMP;CITED2;EDN1;VASN;PEG10;CLDN1;MEF2C;GDF15;ZFP36L1;SOX6;ZFHX3;CDKN2B;FOS;PDE3A;ID1;TGFB2;IGF1R;SCX;SPRY2;COL1A1;CFLAR;APAF1;OGT;COL3A1;SPRED2;SKI;HSPA1A;SFRP1;SMAD6;NLK;BMPR1A;ZEB2;TGFBR1;JUN;PRDM16;CD109;LPXN;COL1A2;FMOD;EP300;LTBP1;SMAD2;EPB41L5;USP9Y;TET1;SPRED1;NR3C1;GCNT2;NREP;ING1;LATS1;TGFBR2;ITGB8;PTK2;APPL2;SMAD5;CREBBP;ZNF703;FUT8;ADAM9;SMURF1","response to transforming growth factor beta"
"GO:0071560",0.0231977943864494,0.146681438351242,0.352487857583619,-0.287699801696448,-1.35242175764097,175,"DCSTAMP;CITED2;EDN1;VASN;PEG10;CLDN1;MEF2C;GDF15;ZFP36L1;SOX6;CDKN2B;FOS;PDE3A;ID1;TGFB2;IGF1R;SCX;SPRY2;COL1A1;CFLAR;APAF1;OGT;COL3A1;SPRED2;SKI;HSPA1A;SFRP1;SMAD6;NLK;BMPR1A;ZEB2;TGFBR1;JUN;PRDM16;CD109;LPXN;COL1A2;FMOD;EP300;LTBP1;SMAD2;EPB41L5;USP9Y;TET1;SPRED1;NR3C1;GCNT2;NREP;ING1;LATS1;TGFBR2;ITGB8;PTK2;APPL2;SMAD5;CREBBP;ZNF703;FUT8;ADAM9;SMURF1;BMP2;CAV2","cellular response to transforming growth factor beta stimulus"
"GO:0071604",0.527573529411765,0.796203380372957,0.072003313661988,-0.289011441236388,-0.953733745002139,27,"LUM;TGFB2;COL3A1;BMPR1A;LTBP1;ATF2;CD46;ITGB8","transforming growth factor beta production"
"GO:0071616",0.0377480818743936,0.201314337893931,0.321775918075361,0.495133743784835,1.62729874810205,24,"MPC2;PDK4;PDHA1;ELOVL1;ACAT1;TECR;PPCS;PDHB;PDK1;DLD;PPT1;ACSL1","acyl-CoA biosynthetic process"
"GO:0071621",0.329896907216495,0.629339174726052,0.0937465422491719,-0.254949640544816,-1.07091315667005,85,"CCL7;CCL8;PIK3CG;EDN1;PREX1;PIKFYVE;TNFAIP6;CKLF;CCL2;RARRES2;TGFB2;CXCL8;CCL3;TREM1;CCL4;SLIT2;MOSPD2;JAM3;S100A12;MCU;PIK3CD","granulocyte chemotaxis"
"GO:0071622",0.161925601750547,0.434976616467156,0.161978948883402,0.337513956513142,1.22530626011435,36,"CCL19;C3AR1;RAC1;C1QBP;MPP1;MDK","regulation of granulocyte chemotaxis"
"GO:0071624",0.0222173892439883,0.144432553275066,0.352487857583619,0.516513080128665,1.62462354647414,20,"CCL19;C3AR1;RAC1;C1QBP;MDK","positive regulation of granulocyte chemotaxis"
"GO:0071634",0.726937269372694,0.905672266557627,0.0566484183613995,-0.258273726696749,-0.844298873811839,26,"LUM;TGFB2;BMPR1A;LTBP1;ATF2;CD46;ITGB8;PTGS2;HIF1A;CD34;SMAD4","regulation of transforming growth factor beta production"
"GO:0071674",0.541666666666667,0.804668674698795,0.0857844408075645,0.2052207219726,0.961216744132791,127,"CREB3;CCL19;C3AR1;PLA2G7;NBL1;C1QBP;LGALS9;CALR;TNFRSF14;RHOA;MDK;CXCR4;JAML;SPI1;SLC8B1;PTK2B;IL27RA;PYCARD","mononuclear cell migration"
