"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"PC_VSMC","Fibroblast","SEMA3B","NRP1_PLXNA2",5.62738854747891e-06,0,"SEMA3B_NRP1_PLXNA2","SEMA3B - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Cycling","BC","SEMA3B","NRP1_PLXNA4",1.05904786022449e-05,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","BC","SEMA3B","NRP1_PLXNA4",5.63206281151075e-05,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","BC","SEMA3B","NRP1_PLXNA4",0.000149805462736303,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Mucosa","BC","SEMA3B","NRP1_PLXNA4",0.000142844828799092,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"myeSC","BC","SEMA3B","NRP1_PLXNA4",0.00487904091845807,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","BC","SEMA3B","NRP1_PLXNA4",0.00521036072009697,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"PC_VSMC","BC","SEMA3B","NRP1_PLXNA4",1.20487536955374e-05,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelial","SEMA3C","NRP1_PLXNA2",0.000338254105979724,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3C","NRP1_PLXNA2",0.0131111008624488,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","NRP1_PLXNA2",1.20870824219374e-05,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3C","NRP1_PLXNA2",0.000474352906399036,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","BC","SEMA3C","NRP1_PLXNA4",2.58793584782095e-05,0,"SEMA3C_NRP1_PLXNA4","SEMA3C - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","BC","SEMA3C","NRP1_PLXNA4",0.00101509003545992,0,"SEMA3C_NRP1_PLXNA4","SEMA3C - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3D","NRP1_PLXNA2",0.00202385392424225,0,"SEMA3D_NRP1_PLXNA2","SEMA3D - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3D","NRP1_PLXNA2",7.24376364130726e-05,0,"SEMA3D_NRP1_PLXNA2","SEMA3D - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","BC","SEMA3D","NRP1_PLXNA4",0.000155083783309379,0,"SEMA3D_NRP1_PLXNA4","SEMA3D - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Cycling","Endothelial","SEMA3B","NRP2_PLXNA2",0.000117273118457555,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Endothelial","SEMA3B","NRP2_PLXNA2",0.000623376402146316,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelial","SEMA3B","NRP2_PLXNA2",0.00165653994865822,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Mucosa","Endothelial","SEMA3B","NRP2_PLXNA2",0.00157968027960074,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"myeSC","Endothelial","SEMA3B","NRP2_PLXNA2",0.0515020149962479,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3B","NRP2_PLXNA2",0.0548249218058153,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"PC_VSMC","Endothelial","SEMA3B","NRP2_PLXNA2",0.000133419292541907,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Cycling","Fibroblast","SEMA3B","NRP2_PLXNA2",1.89510609042129e-05,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Fibroblast","SEMA3B","NRP2_PLXNA2",0.000100778931941865,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3B","NRP2_PLXNA2",0.000268038922129397,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Mucosa","Fibroblast","SEMA3B","NRP2_PLXNA2",0.000255586035498127,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"myeSC","Fibroblast","SEMA3B","NRP2_PLXNA2",0.00869733963817178,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3B","NRP2_PLXNA2",0.00928552825550323,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"PC_VSMC","Fibroblast","SEMA3B","NRP2_PLXNA2",2.15605366679195e-05,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Cycling","myeSC","SEMA3B","NRP2_PLXNA4",7.80900871560307e-06,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","myeSC","SEMA3B","NRP2_PLXNA4",4.15291484717535e-05,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","myeSC","SEMA3B","NRP2_PLXNA4",0.000110464784734492,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Mucosa","myeSC","SEMA3B","NRP2_PLXNA4",0.000105331902639012,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"myeSC","myeSC","SEMA3B","NRP2_PLXNA4",0.00360222179805514,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","myeSC","SEMA3B","NRP2_PLXNA4",0.0038471721686972,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"PC_VSMC","myeSC","SEMA3B","NRP2_PLXNA4",8.88428768809665e-06,0,"SEMA3B_NRP2_PLXNA4","SEMA3B - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelial","SEMA3C","NRP2_PLXNA2",0.000286529611645103,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3C","NRP2_PLXNA2",0.011127944784876,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","NRP2_PLXNA2",4.63090855125432e-05,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3C","NRP2_PLXNA2",0.00181500674840812,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","myeSC","SEMA3C","NRP2_PLXNA4",1.90825131709203e-05,0,"SEMA3C_NRP2_PLXNA4","SEMA3C - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","myeSC","SEMA3C","NRP2_PLXNA4",0.000748685594910142,0,"SEMA3C_NRP2_PLXNA4","SEMA3C - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3D","NRP2_PLXNA2",0.00171481625385603,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3D","NRP2_PLXNA2",0.000277481983390026,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","myeSC","SEMA3D","NRP2_PLXNA4",0.00011435711472925,0,"SEMA3D_NRP2_PLXNA4","SEMA3D - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Endothelial","SEMA3F","NRP2_PLXNA2",0.0100308101016818,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Fibroblast","SEMA3F","NRP2_PLXNA2",0.00163454253441469,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","myeSC","SEMA3F","NRP2_PLXNA4",0.000674172964902584,0,"SEMA3F_NRP2_PLXNA4","SEMA3F - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Endothelial","SEMA3G","NRP2_PLXNA2",0.00511272952067852,0,"SEMA3G_NRP2_PLXNA2","SEMA3G - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","Fibroblast","SEMA3G","NRP2_PLXNA2",0.000829680376620153,0,"SEMA3G_NRP2_PLXNA2","SEMA3G - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelial","myeSC","SEMA3G","NRP2_PLXNA4",0.000342042649706373,0,"SEMA3G_NRP2_PLXNA4","SEMA3G - (NRP2+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C3high_Myeloid","SEMA3C","NRP1_NRP2",7.34908466660085e-05,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","C3high_Myeloid","SEMA3C","NRP1_NRP2",0.00287736287065852,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Cycling","SEMA3C","NRP1_NRP2",4.68956282295516e-05,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Cycling","SEMA3C","NRP1_NRP2",0.00183795412828335,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelial","SEMA3C","NRP1_NRP2",0.000398522422694338,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3C","NRP1_NRP2",0.0154120804005106,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","NRP1_NRP2",4.43636604710556e-05,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3C","NRP1_NRP2",0.00173888829397593,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","PC_VSMC","SEMA3C","NRP1_NRP2",9.43770745731611e-05,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","PC_VSMC","SEMA3C","NRP1_NRP2",0.00369217208006148,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C3high_Myeloid","SEMA3C","PLXND1",7.39146183635819e-05,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","C3high_Myeloid","SEMA3C","PLXND1",0.00289390787190275,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C3low_Myeloid","SEMA3C","PLXND1",3.33485665463701e-05,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","C3low_Myeloid","SEMA3C","PLXND1",0.00130768834025876,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Cycling","SEMA3C","PLXND1",3.34204865015952e-05,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Cycling","SEMA3C","PLXND1",0.00131050491632855,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelial","SEMA3C","PLXND1",0.000373181915570127,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Endothelial","SEMA3C","PLXND1",0.0144458818444546,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","PLXND1",1.29370135957707e-05,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","Fibroblast","SEMA3C","PLXND1",0.000507691625951629,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","myeSC","SEMA3C","PLXND1",0.000157897868967942,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","myeSC","SEMA3C","PLXND1",0.00616227699672064,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","nmSC","SEMA3C","PLXND1",2.32075381391012e-05,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","nmSC","SEMA3C","PLXND1",0.000910383730442202,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","PC_VSMC","SEMA3C","PLXND1",0.000131882903953132,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"nmSC","PC_VSMC","SEMA3C","PLXND1",0.00515208908863569,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"C3high_Myeloid","Endothelial","ADM","CALCRL",0.0164113137397559,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3low_Myeloid","Endothelial","ADM","CALCRL",0.0109513000822569,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Cycling","Endothelial","ADM","CALCRL",0.00595674991866845,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Endothelial","Endothelial","ADM","CALCRL",0.022380941360913,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Fibroblast","Endothelial","ADM","CALCRL",0.016425595090159,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mucosa","Endothelial","ADM","CALCRL",0.00487279233877064,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3high_Myeloid","Fibroblast","ADM","CALCRL",0.00226413625209901,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3low_Myeloid","Fibroblast","ADM","CALCRL",0.00150366686290849,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Cycling","Fibroblast","ADM","CALCRL",0.000814343116717817,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Endothelial","Fibroblast","ADM","CALCRL",0.00310395712440545,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Fibroblast","Fibroblast","ADM","CALCRL",0.00226613489856458,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mucosa","Fibroblast","ADM","CALCRL",0.000665529518938056,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3high_Myeloid","PC_VSMC","ADM","CALCRL",0.0012754519400378,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3low_Myeloid","PC_VSMC","ADM","CALCRL",0.000846776208920043,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Cycling","PC_VSMC","ADM","CALCRL",0.000458451595831251,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Endothelial","PC_VSMC","ADM","CALCRL",0.00174918970159529,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Fibroblast","PC_VSMC","ADM","CALCRL",0.00127657895074345,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mucosa","PC_VSMC","ADM","CALCRL",0.000374649463596597,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C3high_Myeloid","C3high_Myeloid","ANXA1","FPR1",0.0379456945180472,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C3low_Myeloid","C3high_Myeloid","ANXA1","FPR1",0.0443170224751863,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Cycling","C3high_Myeloid","ANXA1","FPR1",0.0433538595939488,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Endothelial","C3high_Myeloid","ANXA1","FPR1",0.0388796553469308,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Fibroblast","C3high_Myeloid","ANXA1","FPR1",0.0469852084003616,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","C3high_Myeloid","ANXA1","FPR1",0.080290643537081,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mucosa","C3high_Myeloid","ANXA1","FPR1",0.080251165629674,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"myeSC","C3high_Myeloid","ANXA1","FPR1",0.0390037022517924,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"NKC","C3high_Myeloid","ANXA1","FPR1",0.035442249670624,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"nmSC","C3high_Myeloid","ANXA1","FPR1",0.0756964952552955,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"PC_VSMC","C3high_Myeloid","ANXA1","FPR1",0.0337522458808638,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"TC","C3high_Myeloid","ANXA1","FPR1",0.0626390327208993,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C3high_Myeloid","C3low_Myeloid","ANXA1","FPR1",0.0353783734588715,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C3low_Myeloid","C3low_Myeloid","ANXA1","FPR1",0.0413371536081916,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Cycling","C3low_Myeloid","ANXA1","FPR1",0.0404360134404513,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Endothelial","C3low_Myeloid","ANXA1","FPR1",0.0362515256559343,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Fibroblast","C3low_Myeloid","ANXA1","FPR1",0.0438341600715419,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","C3low_Myeloid","ANXA1","FPR1",0.0750819491468126,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mucosa","C3low_Myeloid","ANXA1","FPR1",0.0750448233173863,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"myeSC","C3low_Myeloid","ANXA1","FPR1",0.0363675047032341,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"NKC","C3low_Myeloid","ANXA1","FPR1",0.0330384894111791,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"nmSC","C3low_Myeloid","ANXA1","FPR1",0.0707629059631429,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"TC","C3low_Myeloid","ANXA1","FPR1",0.058502610662158,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","Cycling","ANXA1","FPR1",0.0367210933912022,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mucosa","Cycling","ANXA1","FPR1",0.0367021831913263,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"nmSC","Cycling","ANXA1","FPR1",0.0345263613996841,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C3high_Myeloid","C3high_Myeloid","GAS6","AXL",0.00531334982291591,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","C3high_Myeloid","GAS6","AXL",0.0157198877913455,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Fibroblast","C3high_Myeloid","GAS6","AXL",0.00826404340427575,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"nmSC","C3high_Myeloid","GAS6","AXL",0.00495904307416576,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"PC_VSMC","C3high_Myeloid","GAS6","AXL",0.00780536327752802,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"C3high_Myeloid","C3low_Myeloid","GAS6","AXL",0.00431495863306167,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","C3low_Myeloid","GAS6","AXL",0.0127912288790424,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Fibroblast","C3low_Myeloid","GAS6","AXL",0.00671495274757661,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"nmSC","C3low_Myeloid","GAS6","AXL",0.0040269574460022,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"PC_VSMC","C3low_Myeloid","GAS6","AXL",0.00634170217405806,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","Cycling","GAS6","AXL",0.00585322177570475,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","Fibroblast","GAS6","AXL",0.00429927160667904,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","nmSC","GAS6","AXL",0.0063122062723244,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"C3high_Myeloid","PC_VSMC","GAS6","AXL",0.00428071333622352,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","PC_VSMC","GAS6","AXL",0.0126905698042296,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Fibroblast","PC_VSMC","GAS6","AXL",0.0066617875438214,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"nmSC","PC_VSMC","GAS6","AXL",0.00399498867482853,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"PC_VSMC","PC_VSMC","GAS6","AXL",0.00629147343938633,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"BC","C3high_Myeloid","GAS6","MERTK",0.00108001706987985,0.02,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"C3high_Myeloid","C3high_Myeloid","GAS6","MERTK",0.00210865050398754,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Cycling","C3high_Myeloid","GAS6","MERTK",0.00123849278493787,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","C3high_Myeloid","GAS6","MERTK",0.0062781946519057,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Fibroblast","C3high_Myeloid","GAS6","MERTK",0.00328553815583934,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
