"patient","source","target","pathway","interaction","eligible","expression_support_10pct","ligand_receptor_expression_product"
"SCH14","nmSC","C3high_Myeloid","APP","APP_CD74",TRUE,TRUE,430.910753071321
"SCH1","myeSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,560.243006298517
"SCH2","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH3","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH4","myeSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,320.190561874144
"SCH5","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH6","myeSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,435.371689411095
"SCH7","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH8","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH9","myeSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,402.333655329922
"SCH13","myeSC","C3low_Myeloid","APP","APP_CD74",FALSE,,
"SCH14","myeSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,664.076870561325
"SCH1","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,546.080984241667
"SCH2","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,324.979357475227
"SCH3","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,546.425562511855
"SCH4","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,418.767789977518
"SCH5","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,455.505430838637
"SCH6","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,730.902721753826
"SCH7","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,404.266746858036
"SCH8","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,913.671763795079
"SCH9","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,372.747360247816
"SCH13","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,546.608784734837
"SCH14","nmSC","C3low_Myeloid","APP","APP_CD74",TRUE,TRUE,367.557685485416
"SCH1","myeSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,23.5594261582843
"SCH2","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH3","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH4","myeSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,10.1739436361039
"SCH5","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH6","myeSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,19.9151141930036
"SCH7","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH8","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH9","myeSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,15.9509247660895
"SCH13","myeSC","C3high_Myeloid","APP","APP_SORL1",FALSE,,
"SCH14","myeSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,26.8697433610656
"SCH1","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,22.9638826010256
"SCH2","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,10.8747734484087
"SCH3","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,28.624990720177
"SCH4","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,13.3062007415501
"SCH5","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,12.1463196060109
"SCH6","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,33.4335270798011
"SCH7","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,11.6364235236176
"SCH8","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,16.1298415339615
"SCH9","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,14.7779461680773
"SCH13","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,11.6826895918376
"SCH14","nmSC","C3high_Myeloid","APP","APP_SORL1",TRUE,TRUE,14.872044362925
"SCH1","myeSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,23.6696221473827
"SCH2","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH3","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH4","myeSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,8.10684398591654
"SCH5","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH6","myeSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,18.7449235424491
"SCH7","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH8","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH9","myeSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,13.9118961268125
"SCH13","myeSC","C3low_Myeloid","APP","APP_SORL1",FALSE,,
"SCH14","myeSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,24.5720919625093
"SCH1","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,23.0712930167019
"SCH2","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,8.47045915562116
"SCH3","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,30.0894287031894
"SCH4","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,10.6027020902921
"SCH5","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,11.1098804294891
"SCH6","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,31.4690090547129
"SCH7","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,10.656519910024
"SCH8","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,11.9992450780825
"SCH9","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,12.8888609953817
"SCH13","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,9.96142090736467
"SCH14","nmSC","C3low_Myeloid","APP","APP_SORL1",TRUE,TRUE,13.6003249768969
"SCH1","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.85364906757425
"SCH2","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH3","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH4","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,0.931862564534012
"SCH5","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH6","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.812236084383873
"SCH7","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH8","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH9","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.803889905843972
"SCH13","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH14","myeSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.2572554680053
"SCH1","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.80679186688541
"SCH2","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.19699636983868
"SCH3","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.377332785035267
"SCH4","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.21875555740484
"SCH5","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.783139915493819
"SCH6","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,1.36358329956149
"SCH7","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.09085759587626
"SCH8","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.80541194798795
"SCH9","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.744774483475633
"SCH13","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.08498725421457
"SCH14","nmSC","C3high_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,0.695874122966064
"SCH1","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.6937303588102
"SCH2","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH3","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH4","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.707699481227864
"SCH5","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH6","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.633587826189868
"SCH7","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH8","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH9","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.750139599807725
"SCH13","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",FALSE,,
"SCH14","myeSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.09742127161071
"SCH1","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.65091564014319
"SCH2","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.2436940021172
"SCH3","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.267848913262294
"SCH4","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.925579273752978
"SCH5","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.950314273858659
"SCH6","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,1.06366830433707
"SCH7","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.04511235310196
"SCH8","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,1.5996309136556
"SCH9","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,FALSE,0.69497679834016
"SCH13","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,0.905373672217261
"SCH14","nmSC","C3low_Myeloid","APP","APP_TNFRSF21",TRUE,TRUE,0.607408028312657
"SCH1","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.0658229624497127
"SCH2","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH3","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH4","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.338222665941007
"SCH5","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH6","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.0290274944298953
"SCH7","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH8","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH9","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.392372871965043
"SCH13","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH14","C3high_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.261015272690252
"SCH1","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.0795226658597569
"SCH2","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH3","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH4","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.4165670562067
"SCH5","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH6","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.0333516499078358
"SCH7","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH8","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH9","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.51928626155957
"SCH13","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",FALSE,,
"SCH14","C3low_Myeloid","myeSC","APP","APP_TNFRSF21",TRUE,TRUE,0.380073137747979
"SCH1","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,45.5839511655464
"SCH2","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH3","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH4","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,51.0633275691769
"SCH5","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH6","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,44.6090461835624
"SCH7","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH8","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH9","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,40.1293924261838
"SCH13","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH14","myeSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,75.1854766170486
"SCH1","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,44.4316638284674
"SCH2","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,34.1065424788762
"SCH3","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,61.4429288524142
"SCH4","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,66.7842197155314
"SCH5","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,54.4496528071779
"SCH6","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,74.8897414862017
"SCH7","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,55.6050047567391
"SCH8","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,71.6247153454923
"SCH9","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,37.1784087586278
"SCH13","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,53.8211400592708
"SCH14","nmSC","C3high_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,41.6141579274116
"SCH1","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,23.8775705759883
"SCH2","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH3","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH4","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,28.3343072275959
"SCH5","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH6","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,29.4206071691141
"SCH7","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH8","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH9","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,26.7409867494224
"SCH13","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",FALSE,,
"SCH14","myeSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,46.2648734751443
"SCH1","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,23.2739848509378
"SCH2","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,14.6117299040483
"SCH3","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,38.4632147170758
"SCH4","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,37.0576045364768
"SCH5","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,30.2005348874048
"SCH6","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,49.391364616846
"SCH7","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,26.3659311718735
"SCH8","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,29.6526432771918
"SCH9","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,24.7745424456112
"SCH13","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,26.4539588755968
"SCH14","nmSC","C3low_Myeloid","APP","APP_TREM2_TYROBP",TRUE,TRUE,25.6069900453329
