"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C3low_Myeloid","myeSC","Glu-SLC1A3_GLS","GRIA2",0.0179607714006318,0,"Glutamate-Glu-SLC1A3_GLS_GRIA2","Glu-(SLC1A3+GLS) - GRIA2","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
"C3high_Myeloid","myeSC","Glu-SLC1A3_GLS","GRIK3",0.000922663790220078,0,"Glutamate-Glu-SLC1A3_GLS_GRIK3","Glu-(SLC1A3+GLS) - GRIK3","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
"C3low_Myeloid","myeSC","Glu-SLC1A3_GLS","GRIK3",0.000721863776018115,0,"Glutamate-Glu-SLC1A3_GLS_GRIK3","Glu-(SLC1A3+GLS) - GRIK3","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
"C3high_Myeloid","nmSC","Glu-SLC1A3_GLS","GRIK3",0.00634030046515619,0,"Glutamate-Glu-SLC1A3_GLS_GRIK3","Glu-(SLC1A3+GLS) - GRIK3","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
"C3low_Myeloid","nmSC","Glu-SLC1A3_GLS","GRIK3",0.00496631702476899,0,"Glutamate-Glu-SLC1A3_GLS_GRIK3","Glu-(SLC1A3+GLS) - GRIK3","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
"nmSC","C3high_Myeloid","PGE2-PTGES3","PTGER4",0.0135071126317783,0.02,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"C3high_Myeloid","nmSC","2AG-DAGLB","CNR1",7.72631965380487e-05,0,"2arachidonoylglycerol-2AG-DAGLB_CNR1","2AG-DAGLB - CNR1","2-AG","Non-protein Signaling","PMID: 15115777"
"C3low_Myeloid","nmSC","2AG-DAGLB","CNR1",6.25633951116223e-05,0,"2arachidonoylglycerol-2AG-DAGLB_CNR1","2AG-DAGLB - CNR1","2-AG","Non-protein Signaling","PMID: 15115777"
"C3high_Myeloid","myeSC","RA-ALDH1A1","RORB",0.000348263268234495,0,"RetinoicAcid-RA-ALDH1A1_RORB","RA-ALDH1A1 - RORB","RA","Non-protein Signaling","uniprot"
"C3low_Myeloid","myeSC","RA-ALDH1A1","RORB",3.71536763171405e-05,0,"RetinoicAcid-RA-ALDH1A1_RORB","RA-ALDH1A1 - RORB","RA","Non-protein Signaling","uniprot"
"C3high_Myeloid","nmSC","RA-ALDH1A1","RORB",2.30258869710151e-05,0,"RetinoicAcid-RA-ALDH1A1_RORB","RA-ALDH1A1 - RORB","RA","Non-protein Signaling","uniprot"
"C3low_Myeloid","nmSC","RA-ALDH1A1","RORB",2.45575074675158e-06,0,"RetinoicAcid-RA-ALDH1A1_RORB","RA-ALDH1A1 - RORB","RA","Non-protein Signaling","uniprot"
"nmSC","C3high_Myeloid","DHEAS-SULT2B","PPARA",2.77714438825538e-05,0,"DHEAsulfate-DHEAS-SULT2B_PPARA","DHEAS-SULT2B - PPARA","DHEAS","Non-protein Signaling","HMRbase"
"nmSC","C3high_Myeloid","DHEAS-SULT2B","PPARD",0.000111709428276884,0,"DHEAsulfate-DHEAS-SULT2B_PPARD","DHEAS-SULT2B - PPARD","DHEAS","Non-protein Signaling","HMRbase"
"nmSC","C3low_Myeloid","DHEAS-SULT2B","PPARD",0.000129391031335411,0,"DHEAsulfate-DHEAS-SULT2B_PPARD","DHEAS-SULT2B - PPARD","DHEAS","Non-protein Signaling","HMRbase"
"nmSC","C3high_Myeloid","DHEAS-SULT2B","PPARG",0.000178906391168009,0,"DHEAsulfate-DHEAS-SULT2B_PPARG","DHEAS-SULT2B - PPARG","DHEAS","Non-protein Signaling","HMRbase"
"myeSC","C3high_Myeloid","APP","CD74",0.215707792533289,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"nmSC","C3high_Myeloid","APP","CD74",0.211132583357043,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"myeSC","C3low_Myeloid","APP","CD74",0.214113889518583,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"nmSC","C3low_Myeloid","APP","CD74",0.209563454108692,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"nmSC","C3high_Myeloid","CADM1","CADM1",0.00984330367877415,0,"CADM1_CADM1","CADM1 - CADM1","CADM","Cell-Cell Contact","PMID: 24503895"
"nmSC","C3low_Myeloid","CADM1","CADM1",0.00472639898448341,0,"CADM1_CADM1","CADM1 - CADM1","CADM","Cell-Cell Contact","PMID: 24503895"
"C3high_Myeloid","nmSC","CADM1","CADM1",0.00984330367877415,0,"CADM1_CADM1","CADM1 - CADM1","CADM","Cell-Cell Contact","PMID: 24503895"
"C3low_Myeloid","nmSC","CADM1","CADM1",0.00472639898448341,0,"CADM1_CADM1","CADM1 - CADM1","CADM","Cell-Cell Contact","PMID: 24503895"
"C3high_Myeloid","myeSC","PTPRC","CD22",0.000219440570486562,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"C3low_Myeloid","myeSC","PTPRC","CD22",0.000245362028247974,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"myeSC","C3high_Myeloid","PTPRC","MRC1",5.50877478726189e-07,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"myeSC","C3low_Myeloid","CD46","JAG1",6.19962820827837e-06,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"nmSC","C3low_Myeloid","CD46","JAG1",8.23332291433779e-06,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"myeSC","C3high_Myeloid","CD99","PILRA",0.0173899896628637,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"nmSC","C3high_Myeloid","CD99","PILRA",0.0261386307549253,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"myeSC","C3low_Myeloid","CD99","PILRA",0.0105372780340969,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"nmSC","C3low_Myeloid","CD99","PILRA",0.0158941883252113,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"myeSC","C3high_Myeloid","CD99","CD99",0.0182790288608009,0.01,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3high_Myeloid","CD99","CD99",0.0274624318555165,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3low_Myeloid","CD99","CD99",0.026019699075125,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"C3high_Myeloid","myeSC","CD99","CD99",0.0182790288608009,0.01,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"C3high_Myeloid","nmSC","CD99","CD99",0.0274624318555165,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"C3low_Myeloid","nmSC","CD99","CD99",0.026019699075125,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"C3high_Myeloid","myeSC","JAM2","ITGA3_ITGB1",0.000236715092470583,0,"JAM2_ITGA3_ITGB1","JAM2 - (ITGA3+ITGB1)","JAM","Cell-Cell Contact","PMID: 12070135"
"C3high_Myeloid","nmSC","JAM2","ITGA3_ITGB1",8.81338117827786e-05,0,"JAM2_ITGA3_ITGB1","JAM2 - (ITGA3+ITGB1)","JAM","Cell-Cell Contact","PMID: 12070135"
"C3high_Myeloid","myeSC","JAM2","ITGAV_ITGB1",0.000215598397558014,0,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"C3high_Myeloid","nmSC","JAM2","ITGAV_ITGB1",0.000259528797640072,0,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3high_Myeloid","JAM3","ITGAM_ITGB2",0.00641343982734317,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"nmSC","C3high_Myeloid","JAM3","ITGAM_ITGB2",0.00327288176430119,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"myeSC","C3low_Myeloid","JAM3","ITGAM_ITGB2",0.00466179564912925,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"nmSC","C3low_Myeloid","JAM3","ITGAM_ITGB2",0.0023769375109343,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"C3high_Myeloid","myeSC","JAM2","JAM3",0.00012162539683689,0,"JAM2_JAM3","JAM2 - JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146"
"C3high_Myeloid","nmSC","JAM2","JAM3",6.18755322257489e-05,0,"JAM2_JAM3","JAM2 - JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146"
"C3high_Myeloid","myeSC","JAM2","F11R",3.12423674014862e-07,0.02,"JAM2_F11R","JAM2 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3high_Myeloid","JAM3","F11R",0.000869779565770058,0,"JAM3_F11R","JAM3 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3high_Myeloid","JAM3","F11R",0.000442653137318293,0,"JAM3_F11R","JAM3 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3low_Myeloid","JAM3","F11R",0.00126826314458507,0,"JAM3_F11R","JAM3 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3low_Myeloid","JAM3","F11R",0.000645578094601049,0,"JAM3_F11R","JAM3 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3high_Myeloid","MPZ","MPZL1",0.022060408283528,0,"MPZ_MPZL1","MPZ - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3high_Myeloid","MPZ","MPZL1",0.0110835476441496,0,"MPZ_MPZL1","MPZ - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3low_Myeloid","MPZ","MPZL1",0.00875417593807293,0,"MPZ_MPZL1","MPZ - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3low_Myeloid","MPZ","MPZL1",0.00436867888530195,0,"MPZ_MPZL1","MPZ - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"nmSC","C3high_Myeloid","NECTIN3","NECTIN2",0.00015773659127028,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"nmSC","C3low_Myeloid","NECTIN3","NECTIN2",0.000132121580232486,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"C3low_Myeloid","myeSC","JAG1","NOTCH1",9.79719816666244e-07,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"C3low_Myeloid","nmSC","JAG1","NOTCH1",1.53220830374316e-06,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"C3low_Myeloid","myeSC","JAG1","NOTCH2",1.25525778793317e-06,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"C3low_Myeloid","nmSC","JAG1","NOTCH2",1.23409771601496e-06,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"C3high_Myeloid","myeSC","SEMA4A","PLXNB2",0.000461641088829705,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3low_Myeloid","myeSC","SEMA4A","PLXNB2",0.000262093176620148,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3high_Myeloid","nmSC","SEMA4A","PLXNB2",0.000412583276290319,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3low_Myeloid","nmSC","SEMA4A","PLXNB2",0.000234236011556248,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3high_Myeloid","myeSC","SEMA4D","PLXNB2",0.00155537180487941,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3low_Myeloid","myeSC","SEMA4D","PLXNB2",0.00178275625060505,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3high_Myeloid","nmSC","SEMA4D","PLXNB2",0.00139024675276682,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"C3low_Myeloid","nmSC","SEMA4D","PLXNB2",0.00159352960228245,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"myeSC","C3high_Myeloid","SEMA4C","PLXNB2",0.00175515277967062,0,"SEMA4C_PLXNB2","SEMA4C - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"nmSC","C3high_Myeloid","SEMA4C","PLXNB2",2.41718604564069e-05,0,"SEMA4C_PLXNB2","SEMA4C - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"myeSC","C3low_Myeloid","SEMA4C","PLXNB2",0.000548483969468745,0,"SEMA4C_PLXNB2","SEMA4C - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"nmSC","C3low_Myeloid","SEMA4C","PLXNB2",7.5446944897559e-06,0,"SEMA4C_PLXNB2","SEMA4C - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"myeSC","C3high_Myeloid","SEMA7A","PLXNC1",0.00019600007268225,0,"SEMA7A_PLXNC1","SEMA7A - PLXNC1","SEMA7","Cell-Cell Contact","PMID: 27533782"
"nmSC","C3high_Myeloid","SEMA7A","PLXNC1",0.000311468646651913,0,"SEMA7A_PLXNC1","SEMA7A - PLXNC1","SEMA7","Cell-Cell Contact","PMID: 27533782"
"myeSC","C3low_Myeloid","SEMA7A","PLXNC1",0.000240902051956758,0,"SEMA7A_PLXNC1","SEMA7A - PLXNC1","SEMA7","Cell-Cell Contact","PMID: 27533782"
"nmSC","C3low_Myeloid","SEMA7A","PLXNC1",0.000382813383099041,0,"SEMA7A_PLXNC1","SEMA7A - PLXNC1","SEMA7","Cell-Cell Contact","PMID: 27533782"
"myeSC","C3high_Myeloid","THY1","ITGAM_ITGB2",0.00406367487016454,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"nmSC","C3high_Myeloid","THY1","ITGAM_ITGB2",0.00103789953430608,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"myeSC","C3low_Myeloid","THY1","ITGAM_ITGB2",0.00295189384477762,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"nmSC","C3low_Myeloid","THY1","ITGAM_ITGB2",0.000753314390381457,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"myeSC","C3high_Myeloid","THY1","ITGAX_ITGB2",0.00938435956736533,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"nmSC","C3high_Myeloid","THY1","ITGAX_ITGB2",0.00240642332231627,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"myeSC","C3low_Myeloid","THY1","ITGAX_ITGB2",0.00859485663043799,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"nmSC","C3low_Myeloid","THY1","ITGAX_ITGB2",0.00220266642935024,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"C3high_Myeloid","myeSC","VSIR","IGSF11",0.00565115323591753,0,"VSIR_IGSF11","VSIR - IGSF11","VISTA","Cell-Cell Contact","KEGG: hsa04514"
"C3low_Myeloid","myeSC","VSIR","IGSF11",0.00369902992629332,0,"VSIR_IGSF11","VSIR - IGSF11","VISTA","Cell-Cell Contact","KEGG: hsa04514"
"C3high_Myeloid","nmSC","VSIR","IGSF11",0.00227620380186427,0,"VSIR_IGSF11","VSIR - IGSF11","VISTA","Cell-Cell Contact","KEGG: hsa04514"
"C3low_Myeloid","nmSC","VSIR","IGSF11",0.00148817159287241,0,"VSIR_IGSF11","VSIR - IGSF11","VISTA","Cell-Cell Contact","KEGG: hsa04514"
"myeSC","C3high_Myeloid","THY1","ADGRE2",0.00272021887997019,0,"THY1_ADGRE2","THY1 - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","THY1","ADGRE2",0.000694071521188175,0,"THY1_ADGRE2","THY1 - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","THY1","ADGRE2",0.00259789427724623,0,"THY1_ADGRE2","THY1 - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","THY1","ADGRE2",0.000662799499253467,0,"THY1_ADGRE2","THY1 - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","ITGAV_ITGB1","ADGRE2",0.00759166875913736,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","ITGAV_ITGB1","ADGRE2",0.00912483254218547,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","ITGAV_ITGB1","ADGRE2",0.00725187452204328,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","ITGAV_ITGB1","ADGRE2",0.00871701844339944,0,"ITGAV_ITGB1_ADGRE2","(ITGAV+ITGB1) - ADGRE2","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","LPAR1","ADGRE5",0.000661473578947172,0,"LPAR1_ADGRE5","LPAR1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","LPAR1","ADGRE5",0.000772842797452819,0,"LPAR1_ADGRE5","LPAR1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","THY1","ADGRE5",0.000596579505491541,0,"THY1_ADGRE5","THY1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","THY1","ADGRE5",0.000151977891489256,0,"THY1_ADGRE5","THY1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","THY1","ADGRE5",0.000697030432531099,0,"THY1_ADGRE5","THY1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","THY1","ADGRE5",0.000177580942821992,0,"THY1_ADGRE5","THY1 - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","ITGAV_ITGB1","ADGRE5",0.00201127869680231,0,"ITGAV_ITGB1_ADGRE5","(ITGAV+ITGB1) - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","ITGAV_ITGB1","ADGRE5",0.00234937402859892,0,"ITGAV_ITGB1_ADGRE5","(ITGAV+ITGB1) - ADGRE5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","COL3A1","ADGRG1",7.78492951616025e-06,0,"COL3A1_ADGRG1","COL3A1 - ADGRG1","ADGRG","Cell-Cell Contact","PMID: 31462748;UniProtKB"
"nmSC","C3high_Myeloid","COL3A1","ADGRG1",0.000680217219662307,0,"COL3A1_ADGRG1","COL3A1 - ADGRG1","ADGRG","Cell-Cell Contact","PMID: 31462748;UniProtKB"
"myeSC","C3low_Myeloid","COL3A1","ADGRG1",4.45812658624434e-08,0,"COL3A1_ADGRG1","COL3A1 - ADGRG1","ADGRG","Cell-Cell Contact","PMID: 31462748;UniProtKB"
"nmSC","C3low_Myeloid","COL3A1","ADGRG1",3.89794577733552e-06,0,"COL3A1_ADGRG1","COL3A1 - ADGRG1","ADGRG","Cell-Cell Contact","PMID: 31462748;UniProtKB"
"myeSC","C3high_Myeloid","COL4A1","ADGRG6",0.00181036618717523,0,"COL4A1_ADGRG6","COL4A1 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","COL4A1","ADGRG6",0.00276505904685556,0,"COL4A1_ADGRG6","COL4A1 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","COL4A1","ADGRG6",0.000381345475212327,0,"COL4A1_ADGRG6","COL4A1 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","COL4A1","ADGRG6",0.000582887277162231,0,"COL4A1_ADGRG6","COL4A1 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","COL4A2","ADGRG6",0.00240842080330742,0,"COL4A2_ADGRG6","COL4A2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","COL4A2","ADGRG6",0.00244760663147625,0,"COL4A2_ADGRG6","COL4A2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","COL4A2","ADGRG6",0.000507563027197202,0,"COL4A2_ADGRG6","COL4A2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","COL4A2","ADGRG6",0.00051583724294482,0,"COL4A2_ADGRG6","COL4A2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","COL4A3","ADGRG6",4.39874333042139e-05,0,"COL4A3_ADGRG6","COL4A3 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","COL4A3","ADGRG6",9.25282989618609e-06,0,"COL4A3_ADGRG6","COL4A3 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","COL4A4","ADGRG6",0.000170530637244766,0,"COL4A4_ADGRG6","COL4A4 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","COL4A4","ADGRG6",1.9381783258154e-06,0,"COL4A4_ADGRG6","COL4A4 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","COL4A4","ADGRG6",3.58749886693017e-05,0,"COL4A4_ADGRG6","COL4A4 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","COL4A4","ADGRG6",4.0768550317948e-07,0,"COL4A4_ADGRG6","COL4A4 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","LAMA2","ADGRG6",0.000322992199044666,0,"LAMA2_ADGRG6","LAMA2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","LAMA2","ADGRG6",0.00112169364790757,0,"LAMA2_ADGRG6","LAMA2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3low_Myeloid","LAMA2","ADGRG6",6.79569199346238e-05,0,"LAMA2_ADGRG6","LAMA2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","LAMA2","ADGRG6",0.000236151103562455,0,"LAMA2_ADGRG6","LAMA2 - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","PRNP","ADGRG6",0.00228727376742324,0,"PRNP_ADGRG6","PRNP - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3high_Myeloid","PRNP","ADGRG6",0.00308053044725338,0,"PRNP_ADGRG6","PRNP - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"nmSC","C3low_Myeloid","PRNP","ADGRG6",0.000649552278676383,0,"PRNP_ADGRG6","PRNP - ADGRG6","ADGRG","Cell-Cell Contact","PMID: 31462748"
"myeSC","C3high_Myeloid","FLRT3","UNC5B",0.000589051840472995,0,"FLRT3_UNC5B","FLRT3 - UNC5B","UNC5","Cell-Cell Contact","PMID: 27091502"
"nmSC","C3high_Myeloid","FLRT3","UNC5B",0.000247987719617413,0,"FLRT3_UNC5B","FLRT3 - UNC5B","UNC5","Cell-Cell Contact","PMID: 27091502"
"myeSC","C3low_Myeloid","FLRT3","UNC5B",5.5143094615321e-06,0,"FLRT3_UNC5B","FLRT3 - UNC5B","UNC5","Cell-Cell Contact","PMID: 27091502"
"nmSC","C3low_Myeloid","FLRT3","UNC5B",2.32071065060713e-06,0,"FLRT3_UNC5B","FLRT3 - UNC5B","UNC5","Cell-Cell Contact","PMID: 27091502"
"myeSC","C3high_Myeloid","NRXN1","CLSTN1",0.000479673740782185,0.01,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"nmSC","C3high_Myeloid","NRXN1","CLSTN1",0.00640714407385765,0,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"nmSC","C3low_Myeloid","NRXN1","CLSTN1",0.00308108175681033,0,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"myeSC","C3high_Myeloid","NRXN3","CLSTN1",1.22808561310546e-06,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"nmSC","C3high_Myeloid","NRXN3","CLSTN1",0.00148600887219114,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"myeSC","C3low_Myeloid","NRXN3","CLSTN1",5.88594604529019e-07,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
