"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"myeSC","C3high_Myeloid","ANXA1","FPR3",0.00421942612131969,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"nmSC","C3high_Myeloid","ANXA1","FPR3",0.0084775303361375,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"nmSC","C3low_Myeloid","ANXA1","FPR3",0.00292817493330795,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"C3high_Myeloid","myeSC","LGALS9","BCR_CD45_CD22",9.56212726318328e-05,0,"LGALS9_BCR_CD45_CD22","LGALS9 - BCR_CD45_CD22","GALECTIN","Secreted Signaling","PMID:30120235"
"C3low_Myeloid","myeSC","LGALS9","BCR_CD45_CD22",6.4810358875124e-05,0,"LGALS9_BCR_CD45_CD22","LGALS9 - BCR_CD45_CD22","GALECTIN","Secreted Signaling","PMID:30120235"
"C3high_Myeloid","myeSC","LGALS9","P4HB",0.018129158534674,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"C3low_Myeloid","myeSC","LGALS9","P4HB",0.0123594380890743,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"C3high_Myeloid","nmSC","LGALS9","P4HB",0.0210255361904506,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"C3low_Myeloid","nmSC","LGALS9","P4HB",0.0143474946435443,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"C3high_Myeloid","myeSC","PPIA","BSG",0.0662083458318287,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"C3low_Myeloid","myeSC","PPIA","BSG",0.0669014926848308,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"C3high_Myeloid","nmSC","PPIA","BSG",0.064101003995975,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"C3low_Myeloid","nmSC","PPIA","BSG",0.0647736190828372,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"myeSC","C3high_Myeloid","PROS1","MERTK",0.0134019217250814,0,"PROS1_MERTK","PROS1 - MERTK","PROS","Secreted Signaling","PMID: 34631419"
"nmSC","C3high_Myeloid","PROS1","MERTK",0.00961440778839991,0,"PROS1_MERTK","PROS1 - MERTK","PROS","Secreted Signaling","PMID: 34631419"
"C3high_Myeloid","myeSC","FN1","ITGA3_ITGB1",0.00807616754297535,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","FN1","ITGA3_ITGB1",0.00801515227829448,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","FN1","ITGA3_ITGB1",0.00302179311109716,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","FN1","ITGA3_ITGB1",0.00299884808647941,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","FN1","ITGA4_ITGB1",0.00581027033103334,0.04,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","FN1","ITGA4_ITGB1",0.0103557907146612,0,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","FN1","ITGA4_ITGB1",0.00686495723351621,0,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","FN1","ITGA4_ITGB1",0.0122254394045882,0,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","FN1","ITGA5_ITGB1",0.0047669431213603,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","FN1","ITGA5_ITGB1",0.00850322350166685,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","FN1","ITGA5_ITGB1",0.00482031637189008,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","FN1","ITGA5_ITGB1",0.0085980687409369,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","myeSC","THBS1","ITGA3_ITGB1",9.51674534897197e-05,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","THBS1","ITGA3_ITGB1",0.00370194016599117,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","THBS1","ITGA3_ITGB1",3.54296172575982e-05,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","THBS1","ITGA3_ITGB1",0.00138131225895612,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA2","ITGA6_ITGB1",0.00172235199931283,0,"LAMA2_ITGA6_ITGB1","LAMA2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA2","ITGA6_ITGB1",0.00596078467490146,0,"LAMA2_ITGA6_ITGB1","LAMA2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA2","ITGA6_ITGB1",0.000899829915465968,0,"LAMA2_ITGA6_ITGB1","LAMA2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA2","ITGA6_ITGB1",0.0031204944303896,0,"LAMA2_ITGA6_ITGB1","LAMA2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA3","ITGA6_ITGB1",0.00301912635220011,0,"LAMA3_ITGA6_ITGB1","LAMA3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA3","ITGA6_ITGB1",0.000167178373005665,0,"LAMA3_ITGA6_ITGB1","LAMA3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA3","ITGA6_ITGB1",0.00157829907590194,0,"LAMA3_ITGA6_ITGB1","LAMA3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA3","ITGA6_ITGB1",8.72761596438515e-05,0,"LAMA3_ITGA6_ITGB1","LAMA3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA4","ITGA6_ITGB1",0.0107871310111144,0,"LAMA4_ITGA6_ITGB1","LAMA4 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA4","ITGA6_ITGB1",0.0100267685425375,0,"LAMA4_ITGA6_ITGB1","LAMA4 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA4","ITGA6_ITGB1",0.00566020090691726,0,"LAMA4_ITGA6_ITGB1","LAMA4 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA4","ITGA6_ITGB1",0.005259303728528,0,"LAMA4_ITGA6_ITGB1","LAMA4 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA5","ITGA6_ITGB1",0.00102409120851017,0,"LAMA5_ITGA6_ITGB1","LAMA5 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA5","ITGA6_ITGB1",0.000232600765803111,0,"LAMA5_ITGA6_ITGB1","LAMA5 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA5","ITGA6_ITGB1",0.000534850131014342,0,"LAMA5_ITGA6_ITGB1","LAMA5 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA5","ITGA6_ITGB1",0.00012143398750664,0,"LAMA5_ITGA6_ITGB1","LAMA5 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMB1","ITGA6_ITGB1",0.0107896794195583,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMB1","ITGA6_ITGB1",0.0118681674175625,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMB1","ITGA6_ITGB1",0.00566154503459969,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMB1","ITGA6_ITGB1",0.00623067629126126,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMB2","ITGA6_ITGB1",0.00207071841282465,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMB2","ITGA6_ITGB1",0.00540477935081424,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMB2","ITGA6_ITGB1",0.00108201166117011,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMB2","ITGA6_ITGB1",0.00282866953139945,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMC1","ITGA6_ITGB1",0.0073057545285253,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMC1","ITGA6_ITGB1",0.010220660665768,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMC1","ITGA6_ITGB1",0.00382705885110521,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMC1","ITGA6_ITGB1",0.00536150453164139,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","FN1","ITGAV_ITGB1",0.00922346964178286,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","FN1","ITGAV_ITGB1",0.0163951867574928,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","FN1","ITGAV_ITGB1",0.0118429159373988,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","FN1","ITGAV_ITGB1",0.00884783157545207,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","FN1","ITGAV_ITGB1",0.00878103801572925,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","myeSC","FN1","ITGAV_ITGB8",0.00733648632662444,0,"FN1_ITGAV_ITGB8","FN1 - (ITGAV+ITGB8)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","FN1","ITGAV_ITGB8",0.00728101831733199,0,"FN1_ITGAV_ITGB8","FN1 - (ITGAV+ITGB8)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","FN1","ITGAV_ITGB8",0.0103719669413639,0,"FN1_ITGAV_ITGB8","FN1 - (ITGAV+ITGB8)","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","FN1","ITGAV_ITGB8",0.0102937869601728,0,"FN1_ITGAV_ITGB8","FN1 - (ITGAV+ITGB8)","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","FN1","CD44",0.0128701572002699,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","FN1","CD44",0.00940851309663451,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","FN1","CD44",0.0167216825920371,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","FN1","CD44",0.00675388841201045,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","FN1","CD44",0.00670279543181969,0.01,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL1A1","CD44",0.00691173173319287,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL1A1","CD44",0.00899638851026654,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL1A2","CD44",0.0342862478667159,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL1A2","CD44",0.00262255049495844,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL1A2","CD44",0.0442594000712851,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL4A1","CD44",0.0159369231406669,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL4A1","CD44",0.0241609107414627,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL4A1","CD44",0.0206869761872551,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL4A1","CD44",0.03128422532194,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL4A2","CD44",0.0211030266864969,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL4A2","CD44",0.0214398430806422,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL4A2","CD44",0.0273500591692825,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL4A2","CD44",0.0277837518473393,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL4A3","CD44",0.000392649757232088,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL4A3","CD44",0.00051209127934031,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL4A4","CD44",0.00152070058968471,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL4A4","CD44",1.73067382434773e-05,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL4A4","CD44",0.00198260730435916,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL4A4","CD44",2.2573914757304e-05,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL6A1","CD44",0.0046881493117546,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL6A1","CD44",0.00991254570965861,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL6A1","CD44",0.00610627210107977,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL6A1","CD44",0.0128905338988364,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL6A2","CD44",0.00921806469743345,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL6A2","CD44",0.0119899392422391,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","COL9A3","CD44",0.000618628713845057,0,"COL9A3_CD44","COL9A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","COL9A3","CD44",0.00320252346830963,0,"COL9A3_CD44","COL9A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","COL9A3","CD44",0.00080675609687644,0,"COL9A3_CD44","COL9A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","COL9A3","CD44",0.00417314206395146,0,"COL9A3_CD44","COL9A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA2","CD44",0.00287679767397258,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA2","CD44",0.00992788358505634,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA2","CD44",0.00374906682114746,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA2","CD44",0.0129104195879551,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA3","CD44",0.00503837771023061,0,"LAMA3_CD44","LAMA3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA3","CD44",0.000279525364311873,0,"LAMA3_CD44","LAMA3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA3","CD44",0.00656174299281174,0,"LAMA3_CD44","LAMA3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA3","CD44",0.000364567726490952,0,"LAMA3_CD44","LAMA3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA4","CD44",0.0179084541221513,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA4","CD44",0.0166545755892692,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA4","CD44",0.0232322556864152,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA4","CD44",0.0216138292970939,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMA5","CD44",0.00171131399687604,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMA5","CD44",0.000388895727159032,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMA5","CD44",0.00223098940401448,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMA5","CD44",0.00050719587696711,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMB1","CD44",0.0179126544448481,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMB1","CD44",0.0196889520486944,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMB1","CD44",0.0232376751302772,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMB1","CD44",0.0255282990541818,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMB2","CD44",0.00345785581014397,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMB2","CD44",0.00900519063119958,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMB2","CD44",0.0045055105717776,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMB2","CD44",0.0117138106790637,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","LAMC1","CD44",0.012157027985579,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","LAMC1","CD44",0.0169744350310105,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","LAMC1","CD44",0.0157985577568286,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","LAMC1","CD44",0.0220268002095696,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","myeSC","FN1","SDC4",0.00517739373898392,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","FN1","SDC4",0.00513816520250712,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","nmSC","FN1","SDC4",0.00514399044325879,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","FN1","SDC4",0.0051050137010705,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","THBS1","SDC4",0.002369454655094,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","THBS1","SDC4",0.0023541246355042,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","THBS1","CD47",0.00356489916008731,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","THBS1","CD47",0.00903913869976161,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","THBS1","CD47",0.00409516844020248,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","THBS1","CD47",0.0103752080345173,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","myeSC","THBS1","CD47",0.00388894841953308,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"C3low_Myeloid","nmSC","THBS1","CD47",0.00117503126638422,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3high_Myeloid","THBS2","CD47",0.000971033829769685,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3high_Myeloid","THBS2","CD47",0.00468106386613874,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"myeSC","C3low_Myeloid","THBS2","CD47",0.00111590462293692,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"nmSC","C3low_Myeloid","THBS2","CD47",0.00537646385204758,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"C3high_Myeloid","myeSC","Glu-SLC1A3_GLS","GRIA2",0.0228472592457817,0,"Glutamate-Glu-SLC1A3_GLS_GRIA2","Glu-(SLC1A3+GLS) - GRIA2","Glutamate","Non-protein Signaling","PMID: 24155668;PMID: 14612154"
