"logFC","logCPM","F","PValue","FDR","gene","defining_C3_gene","FDR_nondefining"
0.337093377889154,3.94302949268388,2.70415167267878,0.124161906989112,0.657070642282879,"HES4",FALSE,0.662968147963699
0.26268599295239,7.37967164118873,1.0165237917265,0.332632611541023,0.78751260412309,"ISG15",FALSE,0.790067916621749
0.298380423691911,1.55654474562642,2.89487925476581,0.111786533100518,0.646939971651267,"AGRN",FALSE,0.652754646020219
0.562848129102982,1.10255064750615,8.00777977022002,0.0137759643134394,0.528377426719796,"TNFRSF18",FALSE,0.539909812541728
0.572875915891275,1.88773598379537,12.1687103756643,0.00380493346172419,0.528377426719796,"TNFRSF4",FALSE,0.539909812541728
0.193904019062703,6.00471870572931,4.71016607033875,0.048378805172282,0.56698174497329,"SDF4",FALSE,0.576859503928985
-0.131516459784158,1.12621248781574,0.12592080973015,0.728308522715125,0.942735525537083,"MXRA8",FALSE,0.943771660997727
0.197398237250571,6.71869620117408,3.78627447244386,0.0728153364752977,0.602309468018495,"AURKAIP1",FALSE,0.610562468549926
0.126367302945933,6.769988797813,2.11522371288132,0.168713537096824,0.697432601993834,"MRPL20",FALSE,0.70238198276846
0.476236964856681,0.515827049347581,2.44948724453724,0.140715588815616,0.674824777656392,"ANKRD65",FALSE,0.680554703992045
0.225789453873489,2.12660675796328,0.26148856495123,0.618012955658119,0.903908487526493,"VWA1",FALSE,0.905296396015766
0.0973050843011684,6.50950620012881,1.23795343089728,0.285302966808327,0.760416810562648,"SSU72",FALSE,0.763121519273086
-0.0767887418938422,4.62690363157501,1.14559203048686,0.303253418245747,0.773697506286658,"CDK11B",FALSE,0.776361663279111
-0.0385305859068282,7.02898359858297,0.33951476334785,0.569722809578768,0.889831332394942,"GNB1",FALSE,0.891507633403955
-0.383771977650243,-1.66929739461925,0.749362312375205,0.401813478760887,0.824130221974518,"GABRD",FALSE,0.826603556802908
0.152475212947421,5.78555646054395,1.51052944050282,0.240069183715396,0.733108495704452,"FAAP20",FALSE,0.736250818799569
-0.136849523133471,5.68744804931597,3.35311325920797,0.0892519337159337,0.618886802199434,"SKI",FALSE,0.626375901485095
0.131047722119552,6.35183880236667,2.44759550558986,0.140856996414014,0.674824777656392,"RER1",FALSE,0.680554703992045
0.202022132986284,5.43113597861668,5.23087147630504,0.038923741818852,0.558155355082623,"TNFRSF14",FALSE,0.567636892317067
0.235722383903129,-1.46654899354197,0.27119468860242,0.610974348180601,0.901715872291541,"PRDM16-DT",FALSE,0.903162098034093
-0.352428156005072,-1.42345647117954,1.01441358319296,0.331575169212453,0.78751260412309,"PRDM16",FALSE,0.790067916621749
-0.779299634621988,0.333979447284164,6.78393968560922,0.0212935868824852,0.528377426719796,"MEGF6",FALSE,0.539909812541728
0.136449321572978,4.66052658349065,1.04131885488392,0.325469880154347,0.785122045603841,"KCNAB2",FALSE,0.78785297839852
0.0177392692541726,10.0841129470155,0.0491031538711879,0.827950900350105,0.962974814635543,"RPL22",FALSE,0.963675564531743
0.124147646517147,1.82645113060157,0.717297902103383,0.411807196453345,0.830522933532117,"ACOT7",FALSE,0.833086038015381
-0.00794731858578512,4.79597800018458,0.00213504839431191,0.963848649186689,0.991810330957808,"KLHL21",FALSE,0.991993697591546
-0.122230287710957,5.98935763364414,1.89597610440854,0.190953748184239,0.707025655591863,"CAMTA1",FALSE,0.711331071049251
0.152809537776369,6.15878284444602,2.98132462492585,0.107047977333612,0.641683380328415,"VAMP3",FALSE,0.647778243729206
-0.27750996244047,4.47403473608887,3.06545197717892,0.102802763999873,0.640299060597422,"PER3",FALSE,0.646833124773783
0.131834442525003,7.57117238684232,2.42494193128139,0.142564132506686,0.674824777656392,"PARK7",FALSE,0.680554703992045
-0.266153021280751,4.53343869453675,5.42298970176903,0.0359981208744237,0.555138082621095,"ERRFI1",FALSE,0.565951168967911
-0.142033696213558,5.78777541236073,2.45969651708486,0.139955477490192,0.674824777656392,"RERE",FALSE,0.680554703992045
0.337143229885756,8.23366228322009,17.4752943271901,0.000998937772514918,0.528377426719796,"ENO1",FALSE,0.539909812541728
0.358835870224292,6.81734614855896,11.6530061498209,0.00440298973884901,0.528377426719796,"SLC2A5",FALSE,0.539909812541728
-0.135946984129241,2.43928311922092,0.562402132764351,0.466174324032963,0.858292099852799,"GPR157",FALSE,0.860805568863765
-0.437985660658337,2.05645361824269,2.44403525129634,0.141123604135464,0.674824777656392,"MIR34AHG",FALSE,0.680554703992045
0.249253904361472,3.05239620384416,1.72909763069424,0.210444349373216,0.721732406920468,"SPSB1",FALSE,0.725781874510064
0.21482733939534,5.60554369580302,2.59401870369495,0.130412742118694,0.669637337833215,"SLC25A33",FALSE,0.675699955475318
-0.145428615374214,3.13583555362992,1.17662035278402,0.297053062201549,0.768347074059875,"PIK3CD",FALSE,0.771102910355608
0.0765643753678536,4.7118063836589,0.671621916499489,0.426731080377714,0.837433177040643,"CLSTN1",FALSE,0.839806827180451
0.0224757407907276,5.18376266408263,0.0626677504720517,0.806100754606468,0.96179945519199,"LZIC",FALSE,0.96242869953788
0.149634160216803,5.7418833175647,0.21073724373757,0.654214088185455,0.919723079061344,"RBP7",FALSE,0.921322498525649
-0.0519148814557233,3.47034896238822,0.316619393130013,0.582878506623076,0.89290954244435,"UBE4B",FALSE,0.894437808342616
