"SampleID","C1_Proliferative","C2_Mesenchymal","C3_Immune"
"GSM4213422",0.121255215812924,0.511188081095464,0.520645956067401
"GSM4213423",0.279806698814767,0.178530279461866,0.335276968261056
"GSM4213424",0.108785345717345,0.58204750065155,0.567126273332206
"GSM4213425",0.108568436370767,0.205509264475369,0.442963996486449
"GSM4213426",0.417922408209123,0.175633867026999,0.105746418847349
"GSM4213427",0.321616551291258,0.675630320218616,0.161919160728168
"GSM4213428",0.365042107679797,0.218826245506839,0.0905924111801744
"GSM4213429",0.226962992572336,0.239799636359667,0.477724020785233
"GSM4213430",0.00360657579594347,0.0865750272146551,0.69046279372317
"GSM4213431",0.31558463495774,0.0868296576667641,0.300495993417001
"GSM4213432",0.342815324492547,0.00923914810391508,0.338167367644292
"GSM4213433",0.39425948086189,0.527132367296479,0.142706053704355
"GSM4213434",0.292934104034645,0.33806410263611,0.117198365317169
"GSM4213435",0.136750934853496,0.561589535428746,0.446485948372747
"GSM4213436",0.257160053330523,0.404737185909378,0.306016001719617
"GSM4213437",0.0609579080078611,0.0098075588168965,0.535243325927478
"GSM4213438",0.267256386262702,0.483036486536798,0.50651233091911
"GSM4213439",0.235209767436947,0.0834747569165552,0.36187691692488
"GSM4213440",0.192745654151478,0.485760762493167,0.480772082659649
"GSM4213441",0.312387694437636,-0.0984011159837502,0.254904078845416
"GSM4213442",0.3694379941789,0.404133518588588,0.164152708902473
"GSM4213443",0.214222092773428,-0.0372130001614042,0.398642730634849
"GSM4213444",0.274408090441853,0.561102568776269,0.320417357434747
"GSM4213445",0.183538908055441,0.455107444879617,0.530938982779564
"GSM4213446",0.148290317848161,0.378918762755046,0.523638994636451
"GSM4213447",0.320554036963178,0.0971961931774987,0.259601548976156
"GSM4213448",0.264637295464784,0.0237901440096098,0.460861937232634
"GSM4213449",0.045079377191422,0.291179152599464,0.641470227345092
"GSM4213450",0.175577369016066,0.432071717173783,0.462564173816789
"GSM4213451",0.186923003810806,0.343275878307062,0.341650181575609
"GSM4213452",0.178337763004273,0.0255701673132012,0.520410689597687
"GSM4213453",0.271231674664592,0.416990110564972,0.318309995575302
"GSM4213454",0.0189963261784007,0.225520096491718,0.654107019986444
"GSM4213455",0.261990526410634,0.354117634599012,0.268029015505999
"GSM4213456",0.0857105259080116,0.512855835028961,0.62999218582818
"GSM4213457",0.212139626572731,0.37314609778401,0.385329013564037
"GSM4213467",0.501578058117465,0.298925702490883,-0.0524072134798195
"GSM4213468",0.409598684361471,0.45418280573537,0.0898181070737831
"GSM4213469",0.421815837688747,0.194033489695675,0.0580037252500234
"GSM4213470",0.332563372764888,-0.0117216870951804,0.304175058890611
"GSM4213471",0.39832767191564,0.179143741142523,0.0598133464794394
"GSM4213472",0.428037455845801,0.257410772918196,0.0743099286391514
"GSM4213473",0.25793952804108,0.274772312983119,0.338842143578316
"GSM4213474",0.359913429630085,0.421870462323052,0.171294306161211
"GSM4213475",0.465038587381338,0.130097271568253,-0.0340694589915446
"GSM4213476",0.427926350009677,0.0079589454634254,-0.0341272458543545
"GSM4213477",-0.186736447254712,0.131526490919798,0.813263552745288
"GSM4213478",0.449636244635346,0.374611476666725,0.0999134409088706
"GSM4213479",0.437367168440428,0.202430878437077,0.0403081045147948
"GSM4213480",0.132118746411248,0.309872184774172,0.619518081300272
"GSM4213481",0.0917529009611774,0.391134054037176,0.435156659362509
"GSM4213482",0.0472170757270761,0.542692882176715,0.432282414012324
"GSM4213483",0.25229776258163,0.0872930741744261,-0.148518571175143
"GSM4213484",0.148756554829141,0.467129201164438,0.504144101991111
"GSM4213486",0.207087646339633,0.426053442891869,0.430994222641933
"GSM4213487",0.156377894961291,0.144331851933643,0.0502457081451636
"GSM4213488",0.20215353637491,0.498757658184752,0.608848011924517
