"SampleID","C1_Proliferative","C2_Mesenchymal","C3_Immune"
"GSM973630",0.047903700928384,-0.246660703189089,0.031924879171367
"GSM973631",-0.917698815865881,-0.305245648132884,1.21467759712516
"GSM973632",0.350263690052526,0.580568377594209,-0.170159584435925
"GSM973633",-0.281539808877737,-0.142707693287658,-0.793319531415076
"GSM973634",-0.612970681362675,-0.960978272017304,-0.163586683133734
"GSM973635",-0.0687196732865352,-1.84961174499928,0.381619958732221
"GSM973636",1.76188460008636,0.894782200898692,-1.45853130751228
"GSM973637",0.503576893486041,-1.48418198780322,-0.51311451370398
"GSM973638",0.947249922533837,1.92911912106756,-1.56128103799574
"GSM973639",0.498306213826946,-0.851440672331384,-0.434702369445832
"GSM973640",1.36780571858248,0.566030495875947,-1.41335265113205
"GSM973641",-0.249279303523813,1.77089660472788,-0.163030948973258
"GSM973642",-1.97390285622296,0.910721885312838,1.93044966880265
"GSM973643",1.47350132836666,-0.299207139594307,-0.875065858432176
"GSM973644",-0.988679764446387,-0.120662103016913,1.09904678100614
"GSM973645",0.673409666593346,-0.633520860694231,-0.349436112557751
"GSM973646",-1.01793282217361,1.06215750105159,0.290902814881776
"GSM973647",0.381885574786318,0.390927542691987,0.476312109046915
"GSM973648",-0.178295435214829,0.0378289573038643,1.1114880409025
"GSM973649",-1.64163729208538,-0.131647165281111,1.63525783581596
"GSM973650",0.581056940755247,-0.989133553953621,-0.352104004072125
"GSM973651",1.0327634456118,1.33830455687975,-0.395423745658081
"GSM973652",-0.842544282102612,0.808791927092437,-0.103430227723118
"GSM973653",-0.504810937602765,-0.414119635775716,-0.00443025646033025
"GSM973654",-1.80502188122669,-1.2474216356371,2.3057083524457
"GSM973655",0.797851034834495,-1.69415445783887,-0.371571819771613
"GSM973656",1.76629813062085,-0.020860781783766,-2.05834557868474
"GSM973657",-0.873993291478264,1.33011298036322,0.510028978753705
"GSM973658",-0.64397340877879,0.0624805834854897,0.515302175760543
"GSM973659",0.409110254220712,0.794049106497873,-0.00516658577815271
"GSM973660",0.0081331389629372,-1.08521778550689,-0.31666637555867
