"threshold","term","OR","low","high","p"
1,"(Intercept)",38.6504445404764,1.24763453591526,3979.08166211746,0.0361098453257825
1,"SubtypeC2",5.81622869889855,0.398071900314557,863.055072532329,0.215612583320587
1,"SubtypeC3",1.05403369758504,0.135050810028753,8.44862871024688,0.958341868289715
1,"size_cm",0.451488613114173,0.108454223281286,1.47744222926562,0.188927560202881
2,"(Intercept)",0.274916137002895,0.0160517152100429,3.34414918795633,0.318192931830444
2,"SubtypeC2",7.66794036821249,1.54165318357062,48.3283040857853,0.0119154466730478
2,"SubtypeC3",0.661870992348695,0.0951346118268403,4.04656756639379,0.65239144031217
2,"size_cm",1.08883520044646,0.448665570496834,2.75504453503817,0.850530650252577
