"NGenes","Correlation","Direction","PValue","FDR","GO_ID","description"
58,-0.00317461957566419,"Up",0.000769355021180752,0.799756543804636,"GO:0007040","lysosome organization"
58,-0.00317461957566419,"Up",0.000769355021180752,0.799756543804636,"GO:0080171","lytic vacuole organization"
24,-0.0225798536145783,"Up",0.000814119529723316,0.799756543804636,"GO:0007035","vacuolar acidification"
131,-0.00127657654406125,"Up",0.00124862511901466,0.799756543804636,"GO:0007033","vacuole organization"
19,-0.00438790752338628,"Up",0.00184951783937564,0.799756543804636,"GO:0035751","regulation of lysosomal lumen pH"
17,0.0101971216120593,"Up",0.00186755678242206,0.799756543804636,"GO:0007042","lysosomal lumen acidification"
244,-0.000109827203238841,"Down",0.00226443577357064,0.799756543804636,"GO:0044772","mitotic cell cycle phase transition"
281,0.000113827147795775,"Down",0.00228248118259587,0.799756543804636,"GO:0044770","cell cycle phase transition"
429,-0.000601267648283377,"Down",0.00257843515626303,0.799756543804636,"GO:1903047","mitotic cell cycle process"
16,-0.00235150109644788,"Up",0.00259123598743307,0.799756543804636,"GO:0046466","membrane lipid catabolic process"
91,0.00523243721509831,"Up",0.00281835507363571,0.799756543804636,"GO:0044242","cellular lipid catabolic process"
47,-0.00659234441718764,"Up",0.00327863998027313,0.799756543804636,"GO:0006885","regulation of pH"
32,-0.0177412131173809,"Up",0.00348350603917097,0.799756543804636,"GO:0051452","intracellular pH reduction"
171,0.00723071984228976,"Down",0.00403648066673583,0.799756543804636,"GO:0006338","chromatin remodeling"
41,-0.0129115232434833,"Up",0.00407117226048588,0.799756543804636,"GO:0051453","regulation of intracellular pH"
44,-0.0113151758737644,"Up",0.00437326354521768,0.799756543804636,"GO:0030641","regulation of cellular pH"
71,-0.000388879566952256,"Up",0.00522049977681574,0.799756543804636,"GO:0097237","cellular response to toxic substance"
55,-0.00381328207794742,"Up",0.00563795743963362,0.799756543804636,"GO:0030004","cellular monovalent inorganic cation homeostasis"
300,0.00777154302806516,"Down",0.00611861038116103,0.799756543804636,"GO:0006325","chromatin organization"
441,0.00224253727444798,"Down",0.00638308879222956,0.799756543804636,"GO:0006974","cellular response to DNA damage stimulus"
45,-0.00386412439244143,"Down",0.00653194209211642,0.799756543804636,"GO:0045995","regulation of embryonic development"
95,-0.00364688170549452,"Down",0.00671919395875255,0.799756543804636,"GO:0042770","signal transduction in response to DNA damage"
66,0.000274984416276486,"Up",0.00707235165638639,0.799756543804636,"GO:1990748","cellular detoxification"
82,-0.00238352449719711,"Down",0.0072449479561917,0.799756543804636,"GO:0040029","epigenetic regulation of gene expression"
268,-0.000557871341488115,"Down",0.00727467738326892,0.799756543804636,"GO:0007346","regulation of mitotic cell cycle"
371,0.00358524044324953,"Up",0.00803887738834797,0.799756543804636,"GO:0043436","oxoacid metabolic process"
49,-0.0037337565450927,"Up",0.00835207515037655,0.799756543804636,"GO:0072329","monocarboxylic acid catabolic process"
372,0.00387661898873341,"Up",0.00931494159342461,0.799756543804636,"GO:0006082","organic acid metabolic process"
360,0.00430745140221831,"Up",0.00962523449240432,0.799756543804636,"GO:0019752","carboxylic acid metabolic process"
